link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Максимальный объем памяти,Тип памяти,Поддержка частот памяти,Количество каналов памяти,Пропускная способность памяти,Поддержка памяти ECC,Версия PCI Express,Количество каналов PCI Express,Конфигурация PCI Express,Встроенное графическое ядро,Вес упаковки (ед),Гарантия,Модель графического ядра,Частота графического ядра,Габариты упаковки (ед) ДхШхВ,Максимальный объем видеопамяти,Поддержка WiDi,Особенности
https://www.citilink.ru/product/processor-intel-s-core-i5-12400f-soc-1700-2-5ghz-oem-1782240/,4.9,18,"Процессор Intel Core i5 12400F, LGA 1700, OEM",16 790,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",отсутствует,0.053 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-amd-s-ryzen-5-3600-am4-100-000000031-3-6ghz-oem-1773826/,4.9,32,"Процессор AMD Ryzen 5 3600, SocketAM4, OEM [100-000000031]",8 790₽,AMD,,DDR4,3200 МГц,2,,не поддерживается,PCI Express 4.0,16,,отсутствует,0.08 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i3-12100f-soc-1700-3-3ghz-oem-1779456/,4.9,23,"Процессор Intel Core i3 12100F, LGA 1700, OEM",8 990₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",отсутствует,0.053 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-amd-s-ryzen-5-5600g-am4-100-000000252-3-9ghz-amd-radeon-oem-1773831/,4.8,13,"Процессор AMD Ryzen 5 5600G, SocketAM4, OEM [100-000000252]",11 990₽,AMD,128 ГБ,DDR4,3200 МГц,2,,не поддерживается,PCI Express 3.0,16,,есть,0.053 кг,12 мес.,AMD Radeon,1900 МГц,0.04x0.03x0.005 м,,,
https://www.citilink.ru/product/processor-amd-s-ryzen-5-5600x-am4-100-000000065-3-7ghz-oem-1773829/,5,26,"Процессор AMD Ryzen 5 5600X, SocketAM4, OEM [100-000000065]",15 990₽,AMD,128 ГБ,DDR4,3200 МГц,2,,не поддерживается,PCI Express 4.0,20,,отсутствует,0.102 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i5-12400-soc-1700-2-5ghz-iuhdg730-oem-1855474/,5,5,"Процессор Intel Core i5 12400, LGA 1700, OEM",16 990₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",есть,0.066 кг,12 мес.,Intel UHD Graphics 730,300 МГц и 1450 МГц Turbo,,,,
https://www.citilink.ru/product/processor-intel-s-core-i5-11400f-soc-1200-2-6ghz-oem-1722999/,5,27,"Процессор Intel Core i5 11400F, LGA 1200, OEM",12 490₽,INTEL,128 ГБ,DDR4,3200 МГц,2,50 GB/s,не поддерживается,PCI Express 4.0,20,"1x16+1x4, 2x8+1x4, 1x8+3x4",отсутствует,0.039 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i3-10100f-soc-1200-3-6ghz-oem-1723000/,4.9,27,"Процессор Intel Core i3 10100F, LGA 1200, OEM",6 190₽,INTEL,128 ГБ,DDR4,2666 МГц,2,41.6 GB/s,не поддерживается,PCI Express 3.0,16,"1x16, 2x8, 1x8+2x4",отсутствует,0.029 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i5-12400f-soc-1700-2-5ghz-oem-1862724/,5,14,"Процессор Intel Core i5 12400F, LGA 1700, OEM",16 790,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",отсутствует,0.053 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i3-10105f-soc-1200-3-7ghz-oem-1795649/,5,18,"Процессор Intel Core i3 10105F, LGA 1200, OEM",6 790₽,INTEL,128 ГБ,DDR4,2666 МГц,2,41.6 GB/s,не поддерживается,PCI Express 3.0,16,"1x16, 2x8, 1x8+2x4",отсутствует,0.04 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i3-10105-soc-1200-3-7ghz-iuhdg630-oem-1722987/,4.8,6,"Процессор Intel Core i3 10105, LGA 1200, OEM",10 990₽,INTEL,128 ГБ,DDR4,2666 МГц,2,41.6 GB/s,не поддерживается,PCI Express 3.0,16,"1x16, 2x8, 1x8+2x4",есть,0.039 кг,12 мес.,Intel UHD Graphics 630,350 МГц и 1100 МГц Turbo,,64 ГБ,,
https://www.citilink.ru/product/processor-intel-s-core-i5-10400f-soc-1200-2-9ghz-oem-1723001/,4.7,11,"Процессор Intel Core i5 10400F, LGA 1200, OEM",9 990₽,INTEL,128 ГБ,DDR4,2666 МГц,2,41.6 GB/s,не поддерживается,PCI Express 3.0,16,"1x16, 2x8, 1x8+2x4",отсутствует,0.035 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i3-12100-soc-1700-3-3ghz-iuhdg730-oem-1779455/,5,7,"Процессор Intel Core i3 12100, LGA 1700, OEM",11 990₽,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/processor-amd-s-ryzen-5-4600g-am4-100-000000147-3-9ghz-amd-radeon-oem-1860980/,5,5,"Процессор AMD Ryzen 5 4600G, SocketAM4, OEM [100-000000147]",10 390₽,AMD,128 ГБ,DDR4,3200 МГц,2,,не поддерживается,PCI Express 3.0,20,,есть,0.053 кг,12 мес.,AMD Radeon,1900 МГц,,,,
https://www.citilink.ru/product/processor-intel-s-pentium-gold-g6405-soc-1200-4-1ghz-iuhdg610-oem-1722989/,4.7,7,"Процессор Intel Pentium Gold G6405, LGA 1200, OEM",7 190₽,INTEL,128 ГБ,DDR4,2666 МГц,2,41.6 GB/s,не поддерживается,PCI Express 3.0,16,"1x16, 2x8, 1x8+2x4",есть,0.039 кг,12 мес.,Intel UHD Graphics 610,350 МГц и 1050 МГц Turbo,,64 ГБ,,
https://www.citilink.ru/product/processor-intel-s-core-i5-11400-soc-1200-2-6ghz-iuhdg730-oem-1723003/,4.5,2,"Процессор Intel Core i5 11400, LGA 1200, OEM",15 590₽,INTEL,128 ГБ,DDR4,3200 МГц,2,50 GB/s,не поддерживается,PCI Express 4.0,20,"1x16+1x4, 2x8+1x4, 1x8+3x4",есть,0.071 кг,12 мес.,Intel UHD Graphics 730,350 МГц и 1300 МГц Turbo,,64 ГБ,,
https://www.citilink.ru/product/processor-amd-s-ryzen-7-5800x-am4-100-000000063-3-8ghz-oem-1773839/,5,5,"Процессор AMD Ryzen 7 5800X, SocketAM4, OEM [100-000000063]",23 990₽,AMD,,DDR4,3200 МГц,2,,не поддерживается,PCI Express 4.0,20,,отсутствует,0.102 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i5-12600kf-soc-1700-3-7ghz-oem-1782229/,5,4,"Процессор Intel Core i5 12600KF, LGA 1700, OEM",24 490₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",отсутствует,0.037 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-amd-s-ryzen-7-5700g-am4-100-000000263-3-8ghz-vega-8-oem-1773852/,5,7,"Процессор AMD Ryzen 7 5700G, SocketAM4, OEM [100-000000263]",17 390₽,AMD,,DDR4,3200 МГц,2,,не поддерживается,PCI Express 3.0,,,есть,0.075 кг,12 мес.,Radeon Vega 8,2000 МГц,0.04x0.03x0.005 м,,,
https://www.citilink.ru/product/processor-intel-s-core-i5-13600kf-soc-1700-3-5ghz-oem-1872489/,5,2,"Процессор Intel Core i5 13600KF, LGA 1700, OEM",30 490₽,INTEL,128 ГБ,DDR5/ DDR4,5600/3200 МГц,2,89.6 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",отсутствует,0.044 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i5-12600k-soc-1700-3-7ghz-iuhdg770-oem-1723032/,4.8,10,"Процессор Intel Core i5 12600K, LGA 1700, OEM",26 290₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",есть,0.053 кг,12 мес.,Intel UHD Graphics 770,300 МГц и 1450 МГц Turbo,,,,
https://www.citilink.ru/product/processor-intel-s-core-i7-13700k-soc-1700-3-4ghz-oem-1874783/,4.7,7,"Процессор Intel Core i7 13700K, LGA 1700, OEM",43 990₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 5600 МГц DDR4 3200 МГц,2,89.6 GB/s,поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",есть,0.049 кг,12 мес.,Intel UHD Graphics 770,300 МГц и 1600 МГц Turbo,,,,
https://www.citilink.ru/product/processor-intel-s-core-i3-10100-soc-1200-3-6ghz-iuhdg630-oem-1722986/,5,3,"Процессор Intel Core i3 10100, LGA 1200, OEM",11 590₽,INTEL,128 ГБ,DDR4,2666 МГц,2,41.6 GB/s,не поддерживается,PCI Express 3.0,16,"1x16, 2x8, 1x8+2x4",есть,0.031 кг,12 мес.,Intel UHD Graphics 630,350 МГц и 1100 МГц Turbo,,64 ГБ,,
https://www.citilink.ru/product/processor-amd-s-ryzen-9-5900x-am4-100-000000061-3-7ghz-oem-1773850/,5,4,"Процессор AMD Ryzen 9 5900X, SocketAM4, OEM [100-000000061]",27 890₽,AMD,,DDR4,3200 МГц,2,,не поддерживается,PCI Express 4.0,,,отсутствует,0.058 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i7-12700kf-soc-1700-3-6ghz-oem-1795644/,5,2,"Процессор Intel Core i7 12700KF, LGA 1700, OEM",32 590₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",отсутствует,0.036 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i5-12500-soc-1700-3-0ghz-iuhdg770-oem-1779475/,5,5,"Процессор Intel Core i5 12500, LGA 1700, OEM",19 990₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",есть,0.053 кг,12 мес.,Intel UHD Graphics 770,300 МГц и 1450 МГц Turbo,,,,
https://www.citilink.ru/product/processor-intel-s-celeron-g5905-soc-1200-3-5ghz-iuhdg610-oem-1723029/,Код товара: 1723029,,"Процессор Intel Celeron G5905, LGA 1200, OEM",4 190₽,INTEL,128 ГБ,DDR4,2666 МГц,2,41.6 GB/s,не поддерживается,PCI Express 3.0,16,"1x16, 2x8, 1x8+2x4",есть,0.056 кг,12 мес.,Intel UHD Graphics 610,350 МГц и 1050 МГц Turbo,,64 ГБ,,
https://www.citilink.ru/product/processor-amd-s-ryzen-7-3700x-am4-100-000000071-3-6ghz-oem-1804883/,5,2,"Процессор AMD Ryzen 7 3700X, SocketAM4, OEM [100-000000071]",16 990₽,AMD,,DDR4,3200 МГц,2,,не поддерживается,PCI Express 4.0,16,,отсутствует,0.103 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i7-13700kf-soc-1700-3-4ghz-oem-1873956/,5,3,"Процессор Intel Core i7 13700KF, LGA 1700, OEM",42 990₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 5600 МГц DDR4 3200 МГц,2,89.6 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",отсутствует,0.043 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i7-12700f-soc-1700-2-1ghz-oem-1723065/,1 Обзор,,"Процессор Intel Core i7 12700F, LGA 1700, OEM",30 490₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",отсутствует,0.043 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i5-13600k-soc-1700-3-5ghz-iuhdg770-oem-1872488/,5,6,"Процессор Intel Core i5 13600K, LGA 1700, OEM",32 990₽,INTEL,128 ГБ,DDR5/ DDR4,5600/3200 МГц,2,89.6 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",есть,0.049 кг,12 мес.,Intel UHD Graphics 770,300 МГц и 1500 МГц Turbo,,,,
https://www.citilink.ru/product/processor-intel-s-core-i7-12700-soc-1700-2-1ghz-iuhdg770-oem-1795642/,5,5,"Процессор Intel Core i7 12700, LGA 1700, OEM",31 990₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",есть,0.037 кг,12 мес.,Intel UHD Graphics 770,300 МГц и 1500 МГц Turbo,,,,
https://www.citilink.ru/product/processor-amd-s-ryzen-5-pro-4650g-am4-100-000000143-3-7ghz-amd-radeon-1773827/,Код товара: 1773827,,"Процессор AMD Ryzen 5 PRO 4650G, SocketAM4, OEM [100-000000143]",10 290₽,AMD,,DDR4,3200 МГц,2,,не поддерживается,PCI Express 3.0,,,есть,0.095 кг,12 мес.,AMD Radeon,1900 МГц,,,,
https://www.citilink.ru/product/processor-amd-s-ryzen-5-5500-am4-100-000000457-3-6ghz-oem-1901493/,Код товара: 1901493,,"Процессор AMD Ryzen 5 5500, SocketAM4, OEM [100-000000457]",9 290₽,AMD,,DDR4,3200 МГц,2,,не поддерживается,PCI Express 3.0,20,,отсутствует,0.01 кг,12 мес.,,,0.042x0.042x0.003 м,,,
https://www.citilink.ru/product/processor-intel-s-core-i7-11700f-soc-1200-2-5ghz-oem-1723017/,4.8,5,"Процессор Intel Core i7 11700F, LGA 1200, OEM",22 990₽,INTEL,128 ГБ,DDR4,3200 МГц,2,50 GB/s,не поддерживается,PCI Express 4.0,20,"1x16+1x4, 2x8+1x4, 1x8+3x4",отсутствует,0.056 кг,12 мес.,,,,,,
https://www.citilink.ru/product/processor-intel-s-core-i7-10700-soc-1200-2-9ghz-iuhdg630-oem-1722965/,5,2,"Процессор Intel Core i7 10700, LGA 1200, OEM",22 790₽,INTEL,128 ГБ,DDR4,2933 МГц,2,45.8 GB/s,не поддерживается,PCI Express 3.0,16,"1x16, 2x8, 1x8+2x4",есть,0.056 кг,12 мес.,Intel UHD Graphics 630,350 МГц и 1200 МГц Turbo,,64 ГБ,,
https://www.citilink.ru/product/processor-amd-s-ryzen-3-pro-4350g-am4-100-000000148-3-8ghz-amd-radeon-1773851/,Код товара: 1773851,,"Процессор AMD Ryzen 3 PRO 4350G, SocketAM4, OEM [100-000000148]",9 290₽,AMD,,DDR4,3200 МГц,2,,не поддерживается,PCI Express 3.0,,,есть,0.075 кг,12 мес.,AMD Radeon,1700 МГц,0.04x0.03x0.005 м,,,
https://www.citilink.ru/product/processor-intel-s-core-i7-12700k-soc-1700-3-6ghz-iuhdg770-oem-1791234/,1 Обзор,,"Процессор Intel Core i7 12700K, LGA 1700, OEM",34 690₽,INTEL,128 ГБ,DDR5/ DDR4,DDR5 4800 МГц DDR4 3200 МГц,2,76.8 GB/s,не поддерживается,PCI Express 5.0,20,"1x16+4, 2x8+4",есть,0.042 кг,12 мес.,Intel UHD Graphics 770,300 МГц и 1500 МГц Turbo,,,,
