link,Рейтинг,Количество отзывов,Название,Цена,Бренд,Сокет процессора,Процессор,"Процессор, частота",Количество ядер процессора,Чипсет материнской платы,Оперативная память,Максимальный объем оперативной памяти,Тип графического контроллера,Графика,Объем SSD,Тип кабельной сети (разъем RJ-45),Операционная система,Разъемов PS/2,Разъемов USB 2.0,Разъемов USB 3.0,Разъемов HDMI,Разъемов DisplayPort,Разъем для микрофона,Разъем для наушников,Тип корпуса,Блок питания,Цвет корпуса,Вес товара,Размеры корпуса (ШхВхГ),Гарантийное,Гарантия,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Разъемов D-Sub,Особенности графического контроллера,Поддержка Wi-Fi,Стандарт Wi-Fi,Поддержка Bluetooth,Стандарт Bluetooth,Разъемов USB 3.0 (Type-C),Тип блока питания,Кард-ридер,Разъемов USB 3.1,Разъемов USB 2.0 (Type-C),Разъемов DVI,Разъем наушники/микрофон,Разъемов USB 3.2 (Type-C),Жесткий диск,Разъемов USB 3.1 (Type-C),Отделка корпуса,Особенности оперативной памяти,Особенности жестких дисков,Комплектация,Страна производства,Число ядер GPU,Разъемов Thunderbolt 3,Входное напряжение (мин),Входное напряжение (макс),Тип вилки,Частота энергоэффективных ядер,Количество высокопроизводительных ядер,Количество энергоэффективных ядер,Разрядность ОС,Клавиатура,Клавиатура с русскими буквами,Мышь,Объем второго SSD,Частота электросети,Особенности ОС,Разъемов RS-232,Особенности,Разъемов Thunderbolt 4,Разъемов USB 4.0,Поддержка карт памяти,Экран с поддержкой 3D,Возможность монтажа в стойку,Оптический привод,Монитор в комплекте,Встроенные динамики,Размер крепления VESA,Дополнительно в комплекте,Особенности процессора,Поддержка Intel Optane,Буферная память HDD,Модель монитора,Диагональ экрана,Разрешение экрана,Яркость экрана,Время отклика,Угол обзора
https://www.citilink.ru/product/pk-iru-game-310h5gma-mt-i5-11400f-16gb-ssd1tb-rtx3060ti-8gb-dos-cherny-1907782/,4.8,4,"Компьютер iRU Game 310H5GMA, Intel Core i5 11400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3060Ti - 8192 Мб, Free DOS, черный [1907782]",92 000₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060Ti - 8192 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,,1,1,miditower,650 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.51x0.26x0.45 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-msi-trident-3-12th-047xru-mt-i5-12400f-16gb-ssd512gb-rtx3050-8gb-no-1856790/,Код товара: 1856790,,"Компьютер MSI Trident 3 12TH-047XRU, Intel Core i5 12400F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3050 - 8192 Мб, noOS, черный [9s6-b94111-047]",91 600₽,MSI,,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H610,"16 ГБ, DDR4, SO-DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3050 - 8192 Мб,512 ГБ,Gigabit Ethernet,noOS,,2,3,1,3,1,1,minitower,330 Вт,черный,3.17 кг,108.9 х 353.76 х 251.56 мм,Гарантия СЦ производителя,12 мес.,0.431x0.164x0.316 м,5.78 кг,,установлена видеокарта MSI GeForce RTX 3050 AERO ITX 8G OC,есть,802.11 a/b/g/n/ac/ax,есть,v5.3,1,внутренний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b5gma-mt-i5-11400f-16gb-ssd1tb-gtx1660-super-6gb-dos-ch-1859362/,5,1,"Компьютер iRU Game 510B5GMA, Intel Core i5 11400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, Free DOS, черный [1859362]",81 000₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),6,3,1,2,1,1,miditower,500 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.27x0.455 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5sm-mt-i5-11400f-8gb-ssd512gb-gtx1630-4gb-dos-chernyi-1859409/,Код товара: 1859409,,"Компьютер iRU Home 310H5SM, Intel Core i5 11400F, DDR4 8ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1630 - 4096 Мб, Free DOS, черный [1859409]",61 700₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1630 - 4096 Мб,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,4,1,1,1,1,minitower,500 Вт,черный,7 кг,170 х 350 х 395 мм,Гарантия СЦ производителя,36 мес.,0.54x0.252x0.581 м,9.4 кг,,,,,,,,внутренний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-310h5gma-mt-i5-11400f-16gb-ssd1tb-gtx1660-super-6gb-dos-ch-1859655/,Код товара: 1859655,,"Компьютер iRU Game 310H5GMA, Intel Core i5 11400F, DDR4 16ГБ, 1ТБ(SSD), Intel GeForce GTX 1660 Super - 6144 Мб, Free DOS, черный [1859655]",82 000₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,Intel GeForce GTX 1660 Super - 6144 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,1,1,1,miditower,500 Вт,черный,7 кг,210 х 495 х 403 мм,Гарантия СЦ производителя,36 мес.,0.52x0.27x0.45 м,9.4 кг,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-asus-g15dk-53600x0240-mt-ryzen-5-3600x-16gb-1tb-7-2k-ssd256gb-rtx30-1652024/,4,2,"Компьютер ASUS G15DK-53600X0240, AMD Ryzen 5 3600X, DDR4 16ГБ, 1000ГБ, 256ГБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, noOS, черный [90pf02q1-m005e0]",83 800₽,ASUS,,AMD Ryzen 5 3600X,"3.8 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,AMD B550,"16 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,256 ГБ,Gigabit Ethernet,noOS,1 (комбинированный),,5,1,3,1,1,tower,500 Вт,черный,11 кг,185 х 498 х 421 мм,Гарантия поставщика,12 мес.,0.53x0.32x0.64 м,13 кг,,,есть,802.11 a/b/g/n/ac,есть,v4.2,1,внутренний,,2 шт,,,,,"1000 ГБ, 7200 об/мин, SATA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b5ge-mt-i5-10400f-8gb-1tb-ssd250gb-gtx1660-super-6gb-do-1771138/,Код товара: 1771138,,"Компьютер iRU Game 510B5GE, Intel Core i5 10400F, DDR4 8ГБ, 1ТБ, 250ГБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, Free DOS, черный [1771138]",90 900₽,IRU,LGA 1200,Intel Core i5 10400F,"2.9 ГГц (4.3 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"8 ГБ, DDR4, DIMM, 3000 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,250 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,5,1,,1,1,minitower,500 Вт,черный,7 кг,190 х 460 х 425 мм,Гарантия СЦ производителя,36 мес.,0.51x0.23x0.45 м,9.2 кг,,,,,,,,,,,,1,,,1024 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-acer-aspire-tc-1660-sff-i3-10105-16gb-512gb-gtx1650-cr-noos-chernyi-1554161/,Код товара: 1554161,,"Компьютер Acer Aspire TC-1660, Intel Core i3 10105, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1650 - 4096 Мб, noOS, черный [dg.bgzer.008]",53 690₽,ACER,,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel B560,"16 ГБ, DDR4, DIMM",,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,512 ГБ,Gigabit Ethernet,noOS,,4,2,1,,1,1,small form factor,500 Вт,черный,7.4 кг,163 х 340 х 350 мм,Гарантия СЦ производителя,12 мес.,0.5x0.24x0.42 м,5 кг,,,,,,,,,,1 шт,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-710z5gp-mt-i7-11700f-16gb-ssd1tb-rtx-3070ti-8gb-dos-cherny-1782550/,Код товара: 1782550,,"Компьютер iRU Game 710Z5GP, Intel Core i7 11700F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3070Ti - 8192 Мб, Free DOS, черный [1782550]",170 700₽,IRU,LGA 1200,Intel Core i7 11700F,"2.5 ГГц (4.9 ГГц, в режиме Turbo)",8-ядерный,Intel z590,"16 ГБ, DDR4, DIMM, 3000 МГц",128 ГБ,дискретный,NVIDIA GeForce RTX 3070Ti - 8192 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,4,1,,1,1,miditower,700 Вт,черный,7 кг,215 х 470 х 425 мм,Гарантия СЦ производителя,36 мес.,0.53x0.26x0.53 м,7.4 кг,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b5gma-mt-i5-11400f-16gb-ssd1tb-rtx3060-12gb-dos-chernyi-1859369/,Код товара: 1859369,,"Компьютер iRU Game 510B5GMA, Intel Core i5 11400F, DDR4 16ГБ, 1ТБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, Free DOS, черный [1859369]",94 200₽,IRU,LGA 1200,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),6,3,1,2,1,1,miditower,650 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.54x0.255x0.58 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-mini-hiper-m8-cel-j4125-uhdg-cr-noos-chernyi-1770110/,4,2,"Неттоп HIPER M8, Intel Celeron J4125, DDR4 Intel UHD Graphics 600, Free DOS, черный [t7i24cl442]",15 700₽,HIPER,,Intel Celeron J4125,"2 ГГц (2.7 ГГц, в режиме Turbo)",4-ядерный,,", DDR4, SO-DIMM",,интегрированный,Intel UHD Graphics 600,,Gigabit Ethernet,Free DOS,,2,4,1,,1,1,,65 Вт,черный,1.7 кг,200 х 50 х 200 мм,Гарантия СЦ производителя,12 мес.,0.39x0.24x0.05 м,1.76 кг,,,есть,802.11 a/b/g/n/ac,есть,v4.2,,внешний,,,,,,,,,,Оперативная память не установлена. Ее необходимо приобрести отдельно.,Жесткие диски не установлены. Их необходимо приобрести отдельно.,Мини ПК/блок питания/кабели SATA/антенны WiFi/адаптер VESA/гарантийный талон,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-office-510b6gm-mt-i5-12400-8gb-ssd512gb-uhdg-730-dos-chernyi-1874377/,5,1,"Компьютер iRU Office 510B6GM, Intel Core i5 12400, DDR4 8ГБ, 512ГБ(SSD), Intel UHD Graphics 730, Free DOS, черный [1874377]",52 900₽,IRU,LGA 1700,Intel Core i5 12400,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B660,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,интегрированный,Intel UHD Graphics 730,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,2,,,1,1,minitower,500 Вт,черный,7 кг,210 х 392 х 428 мм,Гарантия СЦ производителя,36 мес.,0.43x0.27x0.48 м,8.75 кг,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-office-510b5gpi-mt-i7-11700-16gb-ssd1tb-uhdg-750-dos-chernyi-1829609/,5,1,"Компьютер iRU Office 510B5GPi, Intel Core i7 11700, DDR4 16ГБ, 1ТБ(SSD), Intel UHD Graphics 750, Free DOS, черный [1829609]",79 300₽,IRU,LGA 1200,Intel Core i7 11700,"2.5 ГГц (4.9 ГГц, в режиме Turbo)",8-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,интегрированный,Intel UHD Graphics 750,1024 ГБ,Gigabit Ethernet,Free DOS,,2,4,2,1,1,1,minitower,700 Вт,черный,7 кг,215 х 470 х 425 мм,Гарантия СЦ производителя,36 мес.,0.54x0.28x0.52 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-msi-trident-3-11si-231xru-mt-i5-11400f-16gb-ssd512gb-gtx1660-super-1794785/,5,1,"Компьютер MSI Trident 3 11SI-231XRU, Intel Core i5 11400F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, noOS, черный [9s6-b93511-231]",89 800₽,MSI,,Intel Core i5 11400F,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"16 ГБ, DDR4, DIMM, 3200 МГц",65536 ГБ,дискретный,NVIDIA GeForce GTX 1660 Super - 6144 Мб,512 ГБ,Gigabit Ethernet,noOS,,2,3,,,,,ultra small form factor,330 Вт,черный,3.17 кг,346.25 х 83.31 х 232.57 мм,Гарантия СЦ производителя,12 мес.,0.2x0.17x0.32 м,7.3 кг,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.2,1,внешний,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b6gma-mt-i5-11400f-16gb-ssd1tb-rtx3050-8gb-dos-chernyi-1874306/,,,"Компьютер MSI Trident 3 11SI-231XRU, Intel Core i5 11400F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1660 Super - 6144 Мб, noOS, черный [9s6-b93511-231]",98 600₽,IRU,LGA 1700,Intel Core i5 12400F,"2.5 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel B660,"16 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,дискретный,NVIDIA GeForce RTX 3050 - 8192 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),6,3,1,2,1,1,miditower,650 Вт,черный,7 кг,210 х 459 х 403 мм,Гарантия СЦ производителя,36 мес.,0.53x0.265x0.455 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-320a3sm-mt-ath-3000g-8gb-ssd240gb-vega-3-dos-chernyi-1885374/,5,2,"Компьютер iRU Home 320A3SM, AMD Athlon 3000G, DDR4 8ГБ, 240ГБ(SSD), AMD Radeon Vega 3, Free DOS, черный [1885374]",27 500₽,IRU,Socket AM4,AMD Athlon 3000G,3.5 ГГц,2-ядерный,AMD A320,"8 ГБ, DDR4, DIMM, 2666 МГц",32 ГБ,интегрированный,AMD Radeon Vega 3,240 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),2,4,1,,1,1,minitower,400 Вт,черный,7 кг,170 х 350 х 395 мм,Гарантия СЦ производителя,36 мес.,0.54x0.25x0.58 м,11 кг,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i7-10700f-8gb-ssd240gb-gt1030-2gb-dos-chernyi-1616794/,4,1,"Компьютер iRU Home 310H5SE, Intel Core i7 11700F, DDR4 8ГБ, 240ГБ(SSD), NVIDIA GeForce GT1030 - 2048 Мб, Free DOS, черный [1616794]",68 300₽,IRU,LGA 1200,Intel Core i7 11700F,"2.5 ГГц (4.9 ГГц, в режиме Turbo)",8-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 2666 МГц",32 ГБ,дискретный,NVIDIA GeForce GT1030 - 2048 Мб,240 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,2,1,,1,1,minitower,400 Вт,черный,7 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.54x0.25x0.56 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-asus-g10ce-7117001330-mt-i7-11700-16gb-ssd512gb-rtx3060-12gb-noos-s-1606985/,Код товара: 1606985,,"Компьютер ASUS G10CE-7117001330, Intel Core i7 11700, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, noOS, серый [90pf02t1-m00au0]",125 100₽,ASUS,,Intel Core i7 11700,"2.5 ГГц (4.9 ГГц, в режиме Turbo)",8-ядерный,Intel B560,"16 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,512 ГБ,Gigabit Ethernet,noOS,2 (клавиатура и мышь),2,6,1,3,,,tower,500 Вт,серый,8 кг,180 х 428 х 430 мм,Гарантия продавца,12 мес.,0.535x0.29x0.545 м,13 кг,,,есть,802.11 a/b/g/n/ac,есть,v5.1,,внутренний,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i3-10105-8gb-1tb-7-2k-uhdg-630-dos-chernyi-1628053/,5,2,"Компьютер iRU Home 310H5SE, Intel Core i3 10105, DDR4 8ГБ, 1ТБ, Intel UHD Graphics 630, Free DOS, черный [1628053]",37 500₽,IRU,LGA 1200,Intel Core i3 10105,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 2666 МГц",32 ГБ,интегрированный,Intel UHD Graphics 630,,Gigabit Ethernet,Free DOS,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,7 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.54x0.26x0.58 м,9.4 кг,1,,,,,,,,,,,,,,"1024 ГБ, 7200 об/мин",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5sm-mt-i3-10105f-16gb-ssd512gb-gtx1630-4gb-dos-chernyi-1859404/,Код товара: 1859404,,"Компьютер iRU Home 310H5SM, Intel Core i3 10105F, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce GTX 1630 - 4096 Мб, Free DOS, черный [1859404]",51 500₽,IRU,LGA 1200,Intel Core i3 10105F,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,,"16 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1630 - 4096 Мб,512 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),4,4,1,1,1,1,minitower,500 Вт,черный,7 кг,170 х 350 х 395 мм,Гарантия СЦ производителя,36 мес.,0.538x0.25x0.577 м,9.4 кг,,,,,,,,внутренний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-home-310h5se-mt-i5-11400-8gb-ssd1tb-uhdg-730-dos-chernyi-1862613/,Код товара: 1862613,,"Компьютер iRU Home 310H5SE, Intel Core i5 11400, DDR4 8ГБ, 1ТБ(SSD), Intel UHD Graphics 730, Free DOS, черный [1862613]",50 600₽,IRU,LGA 1200,Intel Core i5 11400,"2.6 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,Intel H510,"8 ГБ, DDR4, DIMM, 3200 МГц",64 ГБ,интегрированный,Intel UHD Graphics 730,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),6,3,1,,1,1,minitower,400 Вт,черный,6.5 кг,165 х 350 х 350 мм,Гарантия СЦ производителя,36 мес.,0.541x0.245x0.58 м,9.4 кг,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-asus-g10dk-r5600x0800-mt-ryzen-5-5600x-16gb-ssd512gb-rtx3060-12gb-n-1677900/,Код товара: 1677900,,"Компьютер ASUS G10DK-R5600X0800, AMD Ryzen 5 5600X, DDR4 16ГБ, 512ГБ(SSD), NVIDIA GeForce RTX 3060 - 12288 Мб, noOS, серый [90pf02s1-m00dz0]",102 600₽,ASUS,,AMD Ryzen 5 5600X,"3.7 ГГц (4.6 ГГц, в режиме Turbo)",6-ядерный,AMD B550,"16 ГБ, DDR4, DIMM",64 ГБ,дискретный,NVIDIA GeForce RTX 3060 - 12288 Мб,512 ГБ,Gigabit Ethernet,noOS,1 (комбинированный),,6,1,3,,,tower,500 Вт,серый,8 кг,180 х 428 х 430 мм,Гарантия продавца,12 мес.,0.541x0.29x0.555 м,13 кг,,,есть,802.11 a/b/g/n/ac,есть,v5.1,,внутренний,,2 шт,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-510b5gs-mt-i3-10105f-16gb-ssd1tb-gtx1650-4gb-dos-chernyi-1856592/,,,‌,102 600₽,IRU,LGA 1200,Intel Core i3 10105F,"3.7 ГГц (4.4 ГГц, в режиме Turbo)",4-ядерный,Intel B560,"16 ГБ, DDR4, DIMM, 2666 МГц",64 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4096 Мб,1024 ГБ,Gigabit Ethernet,Free DOS,1 (комбинированный),6,3,1,1,1,1,miditower,500 Вт,черный,7 кг,185 х 305 х 390 мм,Гарантия СЦ производителя,36 мес.,0.46x0.275x0.39 м,9.4 кг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-iru-game-520b4ge-mt-ryzen-5-3600-16gb-1tb-7-2k-ssd240gb-gtx1660-6gb-1617318/,Код товара: 1617318,,"Компьютер iRU Game 520B4GE, AMD Ryzen 5 3600, DDR4 16ГБ, 1ТБ, 240ГБ(SSD), NVIDIA GeForce GTX 1660 - 6144 Мб, Free DOS, черный [1617318]",126 600₽,IRU,Socket AM4,AMD Ryzen 5 3600,"3.6 ГГц (4.2 ГГц, в режиме Turbo)",6-ядерный,AMD B450,"16 ГБ, DDR4, DIMM, 2400 МГц",32 ГБ,дискретный,NVIDIA GeForce GTX 1660 - 6144 Мб,240 ГБ,Gigabit Ethernet,Free DOS,1 (клавиатура),2,4,1,,1,1,minitower,500 Вт,черный,7 кг,190 х 460 х 425 мм,Гарантия СЦ производителя,36 мес.,0.54x0.26x0.58 м,9.2 кг,1,,,,,,,внутренний,,,,1,,,"1024 ГБ, 7200 об/мин",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/pk-hp-prodesk-400-g9-mini-i7-12700t-16gb-ssd512gb-w11pro64-chernyi-1884631/,Код товара: 1884631,,"Компьютер HP ProDesk 400 G9, Intel Core i7 12700T, DDR4 16ГБ, 512ГБ(SSD), Intel UHD Graphics 770, Windows 11 Professional, черный [6b1y9ea]",109 780₽,HP,,Intel Core i7 12700T,"1.4 ГГц (4.7 ГГц, в режиме Turbo)",12-ядерный,Intel Q670,"16 ГБ, DDR4, SO-DIMM, 3200 МГц",,интегрированный,Intel UHD Graphics 770,512 ГБ,Gigabit Ethernet,Windows 11 Professional,,2,2,1,2,,,desktop mini,90 Вт,черный,1.25 кг,177 х 34 х 175 мм,Гарантия продавца,12 мес.,0.5x0.23x0.13 м,2.9 кг,,,есть,802.11 a/b/g/n/ac/ax,есть,v5.2,,внешний,,,,,1,,,1,,,,,,,,,,Тип L (Итальянская с заземлением),1 ГГц и 3.4 ГГЦ в режиме Turbo,8,4,64-bit,в комплекте,без русских букв,в комплекте,,,,,,,,,,,,,,,,,,,,,,,,
