link,Рейтинг,Количество отзывов,Название,Цена,Тип,Диагональ экрана в,Разрешение,Частота обновления,Разрешение матрицы экрана,Яркость,Контраст к 1,Поверхность,Тип матрицы,Тип матрицы маркетинговый,Соотношение сторон,Оперативная,Макс. объем оперативной,Количество слотов оперативной,Возможность апгрейда оперативной памяти,Объем,Тип графического,Графический,Процессор,"Процессор,",Количество ядер,Максимальное число потоков,Количество высокопроизводительных ядер,Объем кэша L2,Объем кэша L3,Техпроцесс,Ядро процессора,Поддержка технологии,Порты USB 2.0,Порты USB 3.0,Мак. скорость передачи данных (Type-A),Порты USB 3.0 (Type-C),Мак. скорость передачи данных (Type-C),Операционная система,Для учебы,Для работы,Веб-камера,Разъем,Акустическая,Язык клавиатуры,Цвет клавиатуры,Цифровой блок,Подсветка клавиш,Цвет подсветки клавиатуры,Устройства позиционирования,Гарантия,Емкость,Энергоемкость,Комплектация,Материал,Цветовое,Размеры,Вес,Габариты упаковки (ед) ДхШхВ,Вес упаковки (ед),Возможность апгрейда HDD/SSD,Конфигурация возможного апгрейда жесткого диска,Количество разъемов жесткого диска,Количество свободных разъемов жесткого диска,Кард-ридер,Кабельная,Порты USB 3.1 (Type-A),Порты USB 3.2 (Type-C),Возможность передачи видео через USB Type-C,Разрядность ОС,Поддержка языков,Разъем для,Сканер отпечатка,Напряжение,Особенности,Kensington,Угол обзора,Цветовой охват NTSC,Количество занятых слотов оперативной,Конфигурация установленного SSD,Версия HDMI,Количество микрофонов,Мощность акустики,Количество ячеек,Внешняя,Внутренняя,Режим защиты зрения,Относительная площадь,"Функция ""Мультиэкран""",Особенности жестких дисков,Порты USB 2.0 (Type-C),Функция быстрой зарядки,Выходная мощность адаптера питания,Охлаждение,TGP,Поддержка трассировки,Поддержка,Технология,Разъем mini,Для геймеров,Подходит для,Количество энергоэффективных ядер,Максимальное разрешение внешнего монитора,Порты USB 3.1 (Type-C),Возможность зарядки от Type-C (USB Power Delivery),Ударопрочный корпус,Цветовой охват sRGB,Разъемов Thunderbolt 4,Для дизайна,Разблокировка по лицу,Максимальное время работы от,Количество свободных слотов оперативной,Плотность пикселей,Среднее время работы,Тип вилки,Режим S mode,Время отклика,Цветовой охват DCI-P3,Поддержка HDR,Технология HDR,RTX Studio,Конфигурация второго установленного SSD,Конфигурация третьего установленного SSD,Настройка подсветки клавиатуры,Антибактериальное покрытие,Порты USB 3.2 (Type-A),Цветовой охват Adobe RGB,Поддержка Intel Optane,Установленный объем Intel Optane,Число ядер графического контроллера,Стандарт связи,Пропускная способность памяти,Поддержка NVIDIA G-Sync,Сенсорный,Разъемов Thunderbolt,Разъемов Thunderbolt 3,Touch,Delta E Цвета,Порты USB 4.0 (Type-C),Сумка в,Тип сумки в комплекте,Срок окончания гарантии,"Следы естеств. убыли, износа, экспл. товара",Гарантийный ремонт(причина ремонта),Причины уценки,Особенности ОС,Delta E,Встроенный сабвуфер,Мощность сабвуфера,Стилус в комплекте,Технология динамического экрана,Динамический экран
https://www.citilink.ru/product/noutbuk-acer-aspire-7-a715-42g-r2yb-ryzen-5-5500u-8gb-ssd512gb-gtx-165-1939659/,Код товара: 1939659,,"Ноутбук игровой Acer Aspire 7 A715-42G-R2YB, 15.6"", IPS, AMD Ryzen 5 5500U 2.1ГГц, 6-ядерный, 8ГБ DDR4, 512ГБ SSD, NVIDIA GeForce GTX 1650 - 4 ГБ, без операционной системы, черный [nh.qbfex.00b]",62 990₽,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4, 3200 МГц",32 ГБ,2.0,есть,512 ГБ,дискретный,NVIDIA GeForce GTX 1650 - 4 ГБ,AMD Ryzen 5 5500U,"2.1 ГГц (4.0 ГГц, в режиме Turbo)",6-ядерный,12 шт,6.0,3 МБ,8 МБ,7 нм,Lucienne,"есть, v5.1",1.0,2.0,5 Гбит/с,1.0,5 Гбит/с,без операционной системы,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,48 Wh,,пластик,черный,363.4 х 254.5 х 22.9 мм,2.15 кг,,3.1 кг,,,,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,,,,,,,,есть,170 °,45 %,,PCI-E 3.0 x4 M.2 2280,,2.0,2,3 cell,,,,,,,,,,,,,,Reflex,,да,,,,,,,,,,,10 ч,,,,,,27 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-acer-nitro-5-gaming-i7-11800h-16gb-ssd512gb-rtx-3050-4gb-15-6-1939650/,,,‌,62 990₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-apple-macbook-air-a2337-m1-8-core-16gb-ssd256gb-7-core-gpu-13-1939606/,Код товара: 1939606,,"Ноутбук Apple MacBook Air A2337, 13.3"", IPS, Apple M1 8 core 3.2ГГц, 8-ядерный, 16ГБ 256ГБ SSD, Mac OS, серый космос [z124000al]",156 990₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-apple-macbook-air-a2681-m2-8-core-16gb-ssd512gb-8-core-gpu-13-1939605/,Код товара: 1939605,,"Ноутбук Apple MacBook Air A2681, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD, Mac OS, серый космос [z15s0000p]",205 990₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-apple-macbook-air-a2681-m2-8-core-16gb-ssd256gb-8-core-gpu-13-1939602/,Код товара: 1939602,,"Ноутбук Apple MacBook Air A2681, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD, Mac OS, серый космос [z15s0000b]",173 990₽,Li-Pol,"13.6 """,2 Мп,60 Гц,,500 кд/м2,,глянцевая,IPS,IPS,,16 ГБ,,,,256 ГБ,интегрированный,,Apple M2 8 core,3.5 ГГц,8-ядерный,8 шт,4.0,20 МБ,8 МБ,5 нм,,"есть, v5.3",,,,,40 Гбит/с,Mac OS,да,да,встроенная,,стереодинамики,русский/английский,черный,нет,есть,белая,Force Touch,12 мес.,,52.6 Wh,"MacBook Air, 30W USB-C адаптер питания , кабель USB-C - MagSafe 3 (2 метра)",алюминий,серый космос,304.1 х 215 х 11.3 мм,1.24 кг,0.33x0.065x0.24 м,2.6 кг,,,1 шт,,,,,,есть,,,есть,,,,,,,,,,3.0,4,,матовая,матовая/глянцевая,,,,,,есть,30 Вт,,,,,,,,,4.0,6K/60Гц,,,,,,,,18 ч,,224 PPI,15 ч,Тип G (Английская с предохранителем),,,,ДА,HDR10,,,,,,,,,,8 core GPU,,100 ГБ/с,,,,2.0,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-dell-inspiron-3525-ryzen-7-5825u-16gb-ssd512gb-15-6-wva-fhd-ub-1938776/,Код товара: 1938776,,"Ноутбук DELL Inspiron 3525, 15.6"", WVA, Intel Ryzen 7 5825U 2.4ГГц, 4-ядерный, 16ГБ DDR4, 512ГБ SSD, AMD Radeon , Ubuntu, серебристый [3525-7480]",69 330₽,Li-Ion,"15.6 """,0.9 Мп,,FHD,,,матовая,VA,WVA,16:9,"16 ГБ, DDR4, 3200 МГц",16 ГБ,2.0,,512 ГБ,интегрированный,AMD Radeon,Intel Ryzen 7 5825U,"2.4 ГГц (4.2 ГГц, в режиме Turbo)",4-ядерный,8 шт,4.0,5 МБ,8 МБ,10 нм,Tiger Lake,"есть, v5.0",1.0,1.0,5 Гбит/с,1.0,5 Гбит/с,Ubuntu,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,нет,,Touchpad,12 мес.,,41 Wh,,пластик,серебристый,358.5 х 235.6 х 16.96 мм,1.8 кг,0.5x0.07x0.32 м,2.6 кг,,,1 шт,,"есть, поддержкаSD",,,,,,,,,11.25 V,,,,45 %,2 шт,PCI-E 3.0 x4 M.2 2280,1.4,,2 x 2 Вт,3 cell,,,,,,,,,65 Вт,,,,,,,,,,1920x1080/60Гц,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-dell-inspiron-3511-i3-1115g4-8gb-ssd256gb-15-6-wva-fhd-ubu-bla-1938773/,Код товара: 1938773,,"Ноутбук DELL Inspiron 3511, 15.6"", WVA, Intel Core i3 1115G4 3.0ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , Ubuntu, серебристый [3511-7459]",41 010₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-apple-macbook-air-a2681-m2-8-core-16gb-ssd512gb-13-6-ips-mac-o-1937849/,Код товара: 1937849,,"Ноутбук Apple MacBook Air A2681, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD, Mac OS, полночный [z1600000l]",205 990₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1155g7-8gb-ssd512gb-14-ips-fhd-w11-grey-s-1936342/,Код товара: 1936342,,"Ноутбук Huawei MateBook D 14 MDF-X, 14"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Windows 11 Home, серый космос [53013tcf]",69 470,Li-Pol,"14 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1235U,"1.3 ГГц (4.4 ГГц, в режиме Turbo)",10-ядерный,12 шт,2.0,6.5 МБ,12 МБ,Intel 7,Alder Lake,"есть, v5.1",1.0,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,56 Wh,,металл,серый космос,322.5 х 214.8 х 15.9 мм,1.38 кг,0.477x0.067x0.28 м,2.5 кг,,,,,,,,,,,,,есть (Fingerprint),,Скрываемая HD-камера,,170 °,,,,2.0,2.0,2,4 cell,,,есть,84 %,,,,есть,,активное,,,,,,,,8.0,,,,,,,,,,,157 PPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1155g7-16gb-ssd512gb-14-ips-fhd-w11-grey-1936338/,Код товара: 1936338,,"Ноутбук Huawei MateBook D 14 MDF-X, 14"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 16ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Windows 11 Home, серый космос [53013tbh]",77 500,Li-Pol,"14 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"16 ГБ, DDR4",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i5 1235U,"1.3 ГГц (4.4 ГГц, в режиме Turbo)",10-ядерный,12 шт,2.0,6.5 МБ,12 МБ,Intel 7,Alder Lake,"есть, v5.1",1.0,1.0,5 Гбит/с,1.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,56 Wh,,металл,серый космос,322.5 х 214.8 х 15.9 мм,1.38 кг,0.477x0.067x0.28 м,2.5 кг,,,,,,,,,,,,,есть (Fingerprint),,Скрываемая HD-камера,,170 °,,,,2.0,2.0,2,4 cell,,,есть,84 %,,,,есть,,активное,,,,,,,,8.0,,,,,,,,,,,157 PPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-d16-rolleg-w7611-i7-10210u-16gb-ssd1tb-16-ips-1936328/,Код товара: 1936328,,"Ноутбук Huawei MateBook D 16 RolleG-W7611, 16"", IPS, Intel Core i7 13700H 2.4ГГц, 14-ядерный, 16ГБ LPDDR4x, 1ТБ SSD, Intel Iris Xe graphics , Windows 11 Home, серый [53013rue]",112 990,Li-Pol,,2 Мп,,,,,матовая,IPS,IPS,16:10,"16 ГБ, LPDDR4x",,,,1024 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i7 13700H,"2.4 ГГц (5 ГГц, в режиме Turbo)",14-ядерный,20 шт,6.0,4 МБ,24 МБ,Intel 7,Raptor Lake,"есть, v5.1",1.0,1.0,5 Гбит/с,2.0,5 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,60 Wh,,металл,серый,356.7 х 248.7 х 18.4 мм,1.7 кг,0.52x0.075x0.31 м,2.5 кг,,,1 шт,,,,,,есть,,,,есть (Fingerprint),,,,178 °,,,,,4.0,2,,,,есть,90 %,,NVMe,,есть,65 Вт,,,,,,,,,8.0,,,,,,,,,,,142 PPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-d16-curieg-w9611t-i9-10210u-16gb-ssd1tb-16-ips-1936326/,Код товара: 1936326,,"Ноутбук Huawei MateBook D 16 CurieG-W9611T, 16"", IPS, Intel Core i9 13900H 2.6ГГц, 14-ядерный, 16ГБ LPDDR4x, 1ТБ SSD, Intel Iris Xe graphics , Windows 11 Home, серый [53013ruf]",119 990,Li-Pol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,60 Wh,,металл,серый,356.7 х 248.7 х 18.4 мм,1.7 кг,0.52x0.063x0.315 м,2.5 кг,,,,,,,,,,,,,есть (Fingerprint),,,,,,,,,4.0,2,,,,,,,,,есть,65 Вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-ryzen-7-5800-16gb-ssd512gb-14-ips-fhd-w10h-gre-1936324/,Код товара: 1936324,,"Ноутбук Huawei MateBook 14 KLVL-W76W, 14"", IPS, AMD Ryzen 7 5700U 1.8ГГц, 8-ядерный, 16ГБ DDR4, 512ГБ SSD, AMD Radeon , Windows 10 Home, серый космос [53013pbv]",75 990₽,Li-Pol,"14 """,0.9 Мп,60 Гц,,300 кд/м2,1500.0,глянцевая,IPS,IPS,3:2,"16 ГБ, DDR4",,,,512 ГБ,интегрированный,AMD Radeon,AMD Ryzen 7 5700U,"1.8 ГГц (4.3 ГГц, в режиме Turbo)",8-ядерный,16 шт,8.0,4 МБ,8 МБ,7 нм,Lucienne,"есть, v5.0",,,10 Гбит/с,1.0,5 Гбит/с,Windows 10 Home,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,56 Wh,,алюминий,серый космос,307.5 х 223.8 х 15.9 мм,1.49 кг,0.48x0.07x0.3 м,2.5 кг,,,1 шт,,,,2.0,,,,,,есть (Fingerprint),,,,178 °,,,,,4.0,2,,,,есть,90 %,,,,,,,,,,,,,,,,,,,100 %,,,,,,185 PPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-curieg-w7611t-i7-10210u-16gb-ssd1tb-16-ips-fhd-1936320/,Код товара: 1936320,,"Ноутбук Huawei MateBook 16S CREFG-X, 16"", IPS, Intel Core i7 13700H 2.4ГГц, 14-ядерный, 16ГБ LPDDR5, 1ТБ SSD, Intel Iris Xe graphics , Windows 11 Home, серый космос [53013scy]",150 990,Li-Pol,"16 """,2 Мп,60 Гц,2.5K,400 кд/м2,1500.0,глянцевая,IPS,IPS,,"16 ГБ, LPDDR5",,,,1024 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i7 13700H,"2.4 ГГц (5 ГГц, в режиме Turbo)",14-ядерный,20 шт,6.0,4 МБ,24 МБ,Intel 7,Raptor Lake,"есть, v5.2",,2.0,5 Гбит/с,1.0,40 Гбит/с,Windows 11 Home,да,да,встроенная,1,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,7330 mAh,84 Wh,,металл,серый космос,351 х 254.9 х 17.8 мм,1.99 кг,0.52x0.065x0.316 м,2.9 кг,,,1 шт,,,,,,есть,,,есть,есть (Fingerprint),,мультитач,,178 °,,,,,2.0,2,,,,есть,90 %,,,,есть,90 Вт,,,,,,,,,8.0,,,,,,1.0,да,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,<1,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-curieg-w9611t-i9-10210u-16gb-ssd1tb-16-ips-fhd-1936318/,Код товара: 1936318,,"Ноутбук Huawei MateBook 16S CREFG-X, 16"", IPS, Intel Core i9 13900H 2.6ГГц, 14-ядерный, 16ГБ LPDDR5, 1ТБ SSD, Intel Iris Xe graphics , Windows 11 Home, серый космос [53013sda]",162 990,Li-Pol,"16 """,2 Мп,60 Гц,2.5K,400 кд/м2,1500.0,глянцевая,IPS,IPS,,"16 ГБ, LPDDR5",,,,1024 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i9 13900H,"2.6 ГГц (5.4 ГГц, в режиме Turbo)",14-ядерный,20 шт,6.0,4 МБ,24 МБ,Intel 7,Raptor Lake,"есть, v5.2",,2.0,5 Гбит/с,1.0,40 Гбит/с,Windows 11 Home,да,да,встроенная,1,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,7330 mAh,84 Wh,,металл,серый космос,351 х 254.9 х 17.8 мм,1.99 кг,0.52x0.065x0.315 м,2.5 кг,,,1 шт,,,,,,есть,,,есть,есть (Fingerprint),,мультитач,,178 °,,,,,2.0,2,,,,есть,90 %,,,,есть,90 Вт,,,,,,,,,8.0,,,,,,1.0,да,,,,,,,,,,,,,,,,,,,,,,,,,есть,,,,<1,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-x-pro-morgang-w7611t-i7-1360p-16gb-ssd1tb-14-2-1935532/,Код товара: 1935532,,"Ноутбук Huawei MateBook X Pro MorganG-W7611T, 14.2"", LTPS, Intel Core i7 1360P 3.4ГГц, 12-ядерный, 16ГБ LPDDR5, 1ТБ SSD, Intel Iris Xe graphics , Windows 11, серый космос [53013sjv]",161 990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-huawei-matebook-x-pro-morgang-w7611tm-i7-1360p-16gb-ssd1tb-14-1935527/,Код товара: 1935527,,"Ноутбук Huawei MateBook X Pro MorganG-W7611TM, 14.2"", LTPS, Intel Core i7 1360P 3.4ГГц, 12-ядерный, 16ГБ LPDDR5, 1ТБ SSD, Intel Iris Xe graphics , Windows 11, белый [53013sjt]",175 990,Li-Pol,"14.2 """,0.9 Мп,90 Гц,,500 кд/м2,1500.0,глянцевая,IPS,LTPS,,"16 ГБ, LPDDR5",,,,1024 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i7 1360P,"3.4 ГГц (4.6 ГГц, в режиме Turbo)",12-ядерный,12 шт,6.0,3 МБ,16 МБ,7 нм,Barcelo,"есть, v5.2",,,,2.0,40 Гбит/с,Windows 11,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,нет,есть,белая,Touchpad,12 мес.,,60 Wh,,магниевый сплав,белый,310 х 221 х 15.6 мм,1.26 кг,0.36x0.067x0.27 м,2.6 кг,,,1 шт,,,,,,есть,,,,есть (Fingerprint),,мультитач,,178 °,,,PCIe,,4.0,6,,,,есть,92.5 %,,,,есть,90 Вт,,,,,,,,,,,,,,,2.0,да,,,,264 PPI,,,,,,,,,,,,,,,,,,,,,есть,,,,,,,,,,,,,<1,,,,,
https://www.citilink.ru/product/noutbuk-msi-creator-b13vfto-055ru-i7-13700hx-16gb-ssd1tb-rtx4060-8gb-1-1935302/,Код товара: 1935302,,"Ноутбук MSI Creator Z16 HX Studio B13VFTO-055RU, 16"", IPS, Intel Core i7 13700HX 2.1ГГц, 16-ядерный, 16ГБ DDR5, 1ТБ SSD, NVIDIA GeForce RTX 4060 для ноутбуков - 8 ГБ, Windows 11 Professional, серый [9s7-15g231-055]",296 320₽,GDDR6,"16 """,0.9 Мп,,QHD+,,,глянцевая,IPS,IPS,16:10,"16 ГБ, DDR5",,2.0,есть,1024 ГБ,дискретный,NVIDIA GeForce RTX 4060 для ноутбуков - 8 ГБ,Intel Core i7 13700HX,"2.1 ГГц (5 ГГц, в режиме Turbo)",16-ядерный,24 шт,8.0,8 МБ,30 МБ,Intel 7,Raptor Lake,"есть, v5.3",,,20 Гбит/с,,40 Гбит/с,Windows 11 Professional,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,RGB,Touchpad,12 мес.,,90 Wh,,алюминий,серый,359 х 256 х 18.4 мм,2.35 кг,0.527x0.087x0.325 м,3.9 кг,,,1 шт,,"есть, поддержкаSD",,1.0,,есть,,,,,,Клавиатура с полноцветной подсветкой и поклавишной настройкой Per Key RGB,,,,2 шт,PCI-E 3.0 x4 M.2 2280,2.1,,4,4 cell,,,,,,,,,240 Вт,активное,90 Вт,есть,есть,Reflex,,,,8.0,8K/60Гц 4K/120Гц,,есть,да,,1.0,да,,,,,,,,,100 %,,,да,,,есть,,,,,,,,,,,,,,,,,,,,,,,<2,,,,,
https://www.citilink.ru/product/noutbuk-msi-creator-m16-b12ve-i7-12650h-16gb-ssd1tb-rtx4050-6gb-16-ips-1933244/,Код товара: 1933244,,"Ноутбук игровой MSI Creator M16 B12VE-810RU, 16"", IPS, Intel Core i7 12650H 2.3ГГц, 10-ядерный, 16ГБ DDR5, 1ТБ SSD, NVIDIA GeForce RTX 4050 для ноутбуков - 6 ГБ, Windows 11 Professional, черный [9s7-158531-810]",188 080₽,GDDR6,"16 """,0.9 Мп,144 Гц,FHD+,,,матовая,IPS,IPS,16:10,"16 ГБ, DDR5, 4800 МГц",64 ГБ,2.0,есть,1024 ГБ,дискретный,NVIDIA GeForce RTX 4050 для ноутбуков - 6 ГБ,Intel Core i7 12650H,"2.3 ГГц (4.7 ГГц, в режиме Turbo)",10-ядерный,16 шт,6.0,9.5 МБ,24 МБ,Intel 7,Alder Lake,"есть, v5.2",1.0,2.0,5 Гбит/с,,5 Гбит/с,Windows 11 Professional,,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,есть,белая,Touchpad,12 мес.,,53.5 Wh,,алюминий,черный,359 х 259 х 23.95 мм,2.26 кг,0.49x0.093x0.315 м,3.9 кг,есть,PCI-E 4.0 x4 M.2 2280,2 шт,1 шт,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,есть (Fingerprint),,поддержка TPM,,,,,PCI-E 4.0 x4 M.2 2280,2.1,,2 x 2 Вт,3 cell,,,,90 %,,,,,200 Вт,активное,105 Вт,есть,есть,Reflex,,да,,4.0,8K/60Гц / 4K/120Гц,1.0,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-asus-expertbook-b1502cba-bq0427w-i3-1215u-8gb-ssd256gb-15-6-ip-1931458/,Код товара: 1931458,,"Ноутбук ASUS ExpertBook B1 B1502CBA-BQ0427W, 15.6"", IPS, Intel Core i3 1215U 1.2ГГц, 6-ядерный, 8ГБ DDR4, 256ГБ SSD, Intel UHD Graphics , Windows 11 Home, черный [90nx05u1-m00ha0]",51 660₽,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",40 ГБ,1.0,есть,256 ГБ,интегрированный,Intel UHD Graphics,Intel Core i3 1215U,"1.2 ГГц (4.4 ГГц, в режиме Turbo)",6-ядерный,8 шт,2.0,4.5 МБ,10 МБ,10 нм,Alder Lake,"есть, v5.3",1.0,1.0,5 Гбит/с,1.0,10 Гбит/с,Windows 11 Home,да,да,встроенная,комбинированный разъем,встроенный динамик,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,42 Wh,,высококачественный пластик,черный,361.6 х 233 х 19.9 мм,1.52 кг,0.46x0.065x0.285 м,3 кг,,,1 шт,,,10/100/1000 (Gigabit Ethernet) Мбит/с,,,есть,,,,,,,есть,178 °,45 %,,PCI-E 4.0 x4 M.2 2280,1.4,,1,3 cell,,,,83 %,,,,,65 Вт,активное,,,,,,,,4.0,,1.0,есть,да,,,,,,1 шт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-59-slim-i7-1255u-8gb-ssd512gb-15-6-ips-ips-1931393/,Код товара: 1931393,,"Ноутбук Acer Aspire 3 A315-59-7201 Slim, 15.6"", IPS, Intel Core i7 1255U 1.7ГГц, 10-ядерный, 8ГБ DDR4, 512ГБ SSD, Intel Iris Xe graphics , Eshell, серебристый [nx.k6ser.005]",56 870₽,Li-Ion,"15.6 """,0.9 Мп,60 Гц,FHD,250 кд/м2,800.0,матовая,IPS,IPS,16:9,"8 ГБ, DDR4",,,,512 ГБ,интегрированный,Intel Iris Xe graphics,Intel Core i7 1255U,"1.7 ГГц (4.7 ГГц, в режиме Turbo)",10-ядерный,12 шт,2.0,6.5 МБ,12 МБ,Intel 7,Alder Lake,"есть, v5.0",,3.0,5 Гбит/с,,,Eshell,да,да,встроенная,комбинированный разъем,стереодинамики,русский/английский,черный,есть,нет,,Touchpad,12 мес.,,40 Wh,,пластик,серебристый,363.22 х 241.3 х 19.8 мм,1.77 кг,0.495x0.065x0.3 м,3.1 кг,,,,,,,,,,,,,,,,,,45 %,,,,,,3 cell,матовая,матовая,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
