Мощность сабвуфера,Операционная система,Цифровое шумоподавление,Цвет,Поддержка NFC,Количество отзывов,Размер VESA,Название,Вес без подставки,Время отклика пикселя,Разъем для наушников,Яркость экрана,Соотношение сторон,Акустическая схема,Рейтинг,Цена,Встроенный Wi-Fi,Объем оперативной памяти,Гарантия,Прогрессивная развертка,Страна производитель,Разрешение,Встроенный сабвуфер,Тип панели,Таймер включения/выключения,Управление со смартфона,Встроенный Bluetooth,Контрастность,Поддержка HDR,Диагональ,Объем встроенной памяти,Телетекст,Частота обновления,Родительский контроль
0,0,0.0,0,0.0,0.0,14,"85"" samsung qe85q60bauxce",0.0,0.0,0.0,0.0,0,0,0.0,209990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,2.0,14,"65"" samsung ue65bu8500uxce",0.0,0.0,0.0,0.0,0,0,5.0,90760.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,5.0,14,"43"" lg 43uq76003ld.adkg",0.0,0.0,0.0,0.0,0,0,4.8,38990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,3.0,14,"40"" starwind sw-led40sb304",0.0,0.0,0.0,0.0,0,0,5.0,12940.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,5.0,3,"32"" starwind sw-led32sg300",3.8,0.0,0.0,0.0,0,0,5.0,11590.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"65"" hisense 65a85h",0.0,0.0,0.0,0.0,0,0,5.0,174990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"23.6"" telefunken tf-led24s15t2\h",0.0,0.0,0.0,0.0,0,0,5.0,8060.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,2.0,14,"43"" starwind sw-led43ub404",0.0,0.0,0.0,0.0,0,0,5.0,16230.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,12.0,14,"65"" hyundai h-led65fu7002",0.0,0.0,0.0,0.0,0,0,4.1,60550.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,4.0,14,"40"" hyundai h-led40bs5002",0.0,0.0,0.0,0.0,0,0,5.0,20990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,3,"43"" samsung ue43bu8500uxce",8.1,0.0,0.0,0.0,0,0,4.0,60190.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,0,"24"" kivi 24h750nb",0.0,0.0,0.0,0.0,0,0,5.0,14990.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,3.0,14,"43"" starwind sw-led43ug400",0.0,0.0,0.0,0.0,0,0,4.7,19190.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.0,0,0.0,0.0,11,"75"" samsung qe75q60bauxce",41.5,0.0,0.0,0.0,0,0,0.0,164990.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0
0,0,0.0,0,0.0,1.0,14,"24"" digma dm-led24sbb31",0.0,0.0,0.0,0.0,0,0,5.0,9090.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,3,"40"" digma dm-led40sbb31",9.2,0.0,1.0,0.0,0,0,4.0,15490.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"31.5"" telefunken tf-led32s73t2s\h",0.0,0.0,0.0,0.0,0,0,5.0,11460.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"65"" samsung qe65qn95bauxce",0.0,0.0,0.0,0.0,0,0,0.0,229990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"50"" lg 50nano769qa.adkg",0.0,0.0,0.0,0.0,0,0,0.0,59990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,8.0,14,"43"" lg 43up76006lc.aru",0.0,0.0,0.0,0.0,0,0,4.8,37990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
20,4,0.0,0,0.0,0.0,10,"75"" samsung qe75qn90bauxce",35.0,0.0,0.0,0.0,0,0,0.0,299990.0,1.0,0.0,12.0,0.0,0,0,1.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0
0,0,0.0,0,0.0,3.0,14,"50"" lg 50uq76003ld.adkg",0.0,0.0,0.0,0.0,0,0,5.0,49770.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"24"" erisson 24lm8000ct2",0.0,0.0,0.0,0.0,0,0,0.0,6790.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"55"" grundig 55ggu7900b",0.0,0.0,0.0,0.0,0,0,1.0,56990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,14.0,14,"32"" hyundai h-led32fs5004",0.0,0.0,0.0,0.0,0,0,3.9,20180.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,12,"23.6"" bbk 24lex-7204/ts2c (b)",0.0,0.0,0.0,0.0,0,0,5.0,8900.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"75"" samsung qe75q70bauxce",0.0,0.0,0.0,0.0,0,0,5.0,189990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"48"" lg oled48a2rla.adkg",0.0,0.0,0.0,0.0,0,0,0.0,87990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"24"" starwind sw-led24sg304",0.0,0.0,0.0,0.0,0,0,0.0,8690.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"50"" grundig 50ggu7900b",0.0,0.0,0.0,0.0,0,0,5.0,51990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"65"" samsung qe65qn90bauxce",0.0,0.0,0.0,0.0,0,0,0.0,199990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"65"" lg 65qned816ra.arub",0.0,0.0,0.0,0.0,0,0,0.0,127990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"43"" hyundai h-led43bu7000",0.0,0.0,0.0,0.0,0,0,5.0,18900.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"43"" grundig 43ggf6900b",0.0,0.0,0.0,0.0,0,0,0.0,31990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,11.0,14,"32"" hyundai h-led32fs5006",0.0,0.0,0.0,0.0,0,0,4.4,11480.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"65"" lg 65nano896pc.aru",0.0,0.0,0.0,0.0,0,0,0.0,79990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"32"" hyundai h-led32bs5002",0.0,0.0,0.0,0.0,0,0,5.0,13990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,3.0,14,"32"" digma dm-led32sbb31",0.0,0.0,0.0,0.0,0,0,5.0,11790.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"55"" lg 55uq80006lb.adkg",0.0,0.0,0.0,0.0,0,0,0.0,67950.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,3.0,14,"65"" kivi 65u750nb",0.0,0.0,0.0,0.0,0,0,5.0,54990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"43"" hyundai h-led43bu7006",0.0,0.0,0.0,0.0,0,0,5.0,24990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,6.0,14,"55"" lg 55uq81009lc.adkb",0.0,0.0,0.0,0.0,0,0,4.8,57990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"43"" lg 43uq81009lc.adgg",0.0,0.0,0.0,0.0,0,0,5.0,37990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,3.0,14,"55"" grundig 55ggu8960",0.0,0.0,0.0,0.0,0,0,5.0,64990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"65"" samsung qe65q80bauxce",0.0,0.0,0.0,0.0,0,0,0.0,217590.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,9,"70"" samsung ue70au7100uxce",24.8,8.0,0.0,0.0,1,0,0.0,108990.0,1.0,0.0,12.0,1.0,13,3,0.0,3,0.0,1.0,1.0,0,1.0,178.0,0.0,1.0,60.0,1.0
0,0,0.0,0,0.0,2.0,14,"50"" samsung qe50qn90bauxce",0.0,0.0,0.0,0.0,0,0,5.0,139990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"55"" samsung qe55q80bauxce",0.0,0.0,0.0,0.0,0,0,0.0,119990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,3,"55"" samsung ue55bu8500uxce",14.7,0.0,0.0,0.0,0,4,0.0,65900.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"50"" lg 50up77006lb.adgg",0.0,0.0,0.0,0.0,0,0,5.0,41590.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"50"" lg 50uq76003ld",0.0,0.0,0.0,0.0,0,0,5.0,49990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"75"" samsung qe75qn85bauxce",0.0,0.0,0.0,0.0,0,0,0.0,249990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,9,"65"" samsung qe65ls03bauxce",22.4,0.0,0.0,0.0,0,0,5.0,152990.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"50"" yuno ulx-50utcs3234",0.0,0.0,0.0,0.0,0,0,0.0,22990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"43"" умный яндекс с алисой yndx-00071",0.0,0.0,0.0,0.0,0,0,0.0,24990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,4,0.0,1.0,3,"43"" lg 43uq80006lb.adkg",9.0,0.0,0.0,0.0,0,0,5.0,41990.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,6.0,14,"65"" starwind sw-led65ug403",0.0,0.0,0.0,0.0,0,0,4.3,41090.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"40"" bq 4002b",0.0,0.0,0.0,0.0,0,0,0.0,12490.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,2.0,14,"40"" kivi 40f740nb",0.0,0.0,0.0,0.0,0,0,5.0,21990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"43"" supra stv-lc43st0155fsb.",0.0,0.0,0.0,0.0,0,0,0.0,17260.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1.0,0,0.0,3.0,3,"43"" digma dm-led43mbb21",9.2,0.0,1.0,0.0,0,0,4.7,14390.0,0.0,0.0,12.0,1.0,0,0,0.0,6,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0
0,0,0.0,0,0.0,0.0,14,"50"" bq 50su03b",0.0,0.0,0.0,0.0,0,0,0.0,22990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"75"" samsung qe75q80bauxce",0.0,0.0,0.0,0.0,0,0,0.0,249990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,11,"85"" samsung qe85q70bauxce",43.8,0.0,0.0,0.0,0,4,0.0,274999.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,0,"43"" philips 43pfs6808/60",6.3,0.0,1.0,0.0,0,0,0.0,20990.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,1.0,14,"43"" polarline 43pl51stc-sm",0.0,0.0,0.0,0.0,0,0,3.0,18940.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"65"" samsung qe65qn900auxru",0.0,0.0,0.0,0.0,0,0,0.0,299990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,8,1.0,0,0.0,0.0,2,"24"" starwind sw-led24sg312",2.9,8.5,1.0,200.0,1,4,0.0,8990.0,1.0,1.0,12.0,1.0,2,1,0.0,3,0.0,0.0,1.0,3000,1.0,61.0,8.0,0.0,60.0,0.0
0,0,1.0,0,0.0,0.0,0,"24"" digma dm-led24mbb21",3.25,8.5,1.0,200.0,1,4,0.0,7690.0,0.0,0.0,12.0,1.0,2,1,0.0,3,1.0,0.0,0.0,3000,0.0,61.0,0.0,1.0,60.0,1.0
0,0,0.0,0,0.0,0.0,9,"65"" xiaomi mi tv q2 65",18.2,0.0,1.0,0.0,0,4,0.0,78480.0,1.0,2.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,0.0,0.0,16.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"86"" xiaomi mi tv 86 max c",0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,3,"55"" xiaomi mi tv q2 55",13.43,0.0,1.0,0.0,0,4,0.0,60170.0,1.0,2.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,0.0,0.0,16.0,0.0,0.0,0.0
0,0,0.0,12,0.0,0.0,7,"65"" lg 65qned806qa.aru",24.5,0.0,0.0,0.0,0,4,0.0,86370.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0
0,6,0.0,3,0.0,0.0,7,"55"" lg 55qned829qb.aru",0.0,0.0,0.0,0.0,0,4,0.0,88380.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0
0,0,0.0,0,0.0,0.0,14,0,0.0,0.0,0.0,0.0,0,0,0.0,42250.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,0,0.0,0.0,0.0,0.0,0,0,0.0,42110.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,9,0.0,0.0,11,"86"" lg 86ur81006la.arub",45.2,0.0,0.0,0.0,0,0,0.0,249990.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,6,0.0,0,0.0,0.0,11,"86"" lg 86ur78006lb.arub",45.2,0.0,0.0,0.0,0,0,0.0,229990.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0.0,0,0.0,0.0,14,"55"" samsung qe55qn85cauxru",0.0,0.0,0.0,0.0,0,0,0.0,179990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"55"" samsung ue55cu7100uxru",0.0,0.0,0.0,0.0,0,0,0.0,58990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"55"" samsung ue55cu8000uxru",0.0,0.0,0.0,0.0,0,0,0.0,73990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.0,0,0.0,0.0,3,"50"" samsung ue50cu7100uxru",10.9,0.0,0.0,0.0,0,4,0.0,52990.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
0,4,0.0,0,0.0,0.0,9,"65"" samsung qe65q60cauxru",20.9,0.0,0.0,0.0,0,0,0.0,124990.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
0,4,0.0,0,0.0,0.0,3,"50"" samsung qe50q60cauxru",11.5,0.0,0.0,0.0,0,4,0.0,84990.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.0,0,0.0,0.0,3,"43"" samsung ue43cu8000uxru",8.1,0.0,0.0,0.0,0,0,0.0,49990.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
20,4,0.0,16,0.0,0.0,9,"65"" samsung qe65qn85cauxru",24.2,0.0,0.0,0.0,0,1,0.0,244990.0,1.0,0.0,12.0,0.0,0,0,1.0,6,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"75"" samsung ue75cu8000uxru",0.0,0.0,0.0,0.0,0,0,0.0,144990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"43"" samsung ue43cu7100uxru",0.0,0.0,0.0,0.0,0,0,0.0,39990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"65"" samsung ue65cu7100uxru",0.0,0.0,0.0,0.0,0,0,0.0,79990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,10,"75"" samsung ue75cu7100uxru",30.4,0.0,0.0,0.0,0,0,0.0,117990.0,0.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,4,0.0,0,0.0,0.0,10,"75"" samsung qe75q60cauxru",31.4,0.0,0.0,0.0,0,4,0.0,189990.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"75"" samsung qe75qn85cauxru",0.0,0.0,0.0,0.0,0,0,0.0,319990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"65"" samsung ue65cu8000uxru",0.0,0.0,0.0,0.0,0,0,0.0,102990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"75"" xiaomi mi tv q1",0.0,0.0,0.0,0.0,0,0,0.0,149990.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,3,"50"" samsung ue50au7100uxru",11.4,0.0,0.0,0.0,0,0,0.0,24691.0,1.0,0.0,1.0,1.0,0,0,0.0,6,0.0,1.0,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0
0,1,0.0,0,0.0,0.0,6,"55"" haier h55s9ug pro",17.6,0.0,0.0,0.0,0,0,0.0,124990.0,0.0,1.5,12.0,0.0,0,0,0.0,6,0.0,1.0,0.0,0,0.0,0.0,8.0,0.0,0.0,0.0
0,0,0.0,0,0.0,0.0,14,"55"" maunfeld mqt55usd03",0.0,0.0,0.0,0.0,0,0,0.0,56520.0,0.0,0.0,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0,0.0,0.0,8,"75"" maunfeld mqt75usd03",25.7,6.5,1.0,400.0,1,4,0.0,108710.0,1.0,1.5,12.0,0.0,2,3,0.0,8,0.0,0.0,1.0,5000,0.0,190.0,8.0,1.0,60.0,1.0
0,1,0.0,0,0.0,0.0,6,"65"" maunfeld mqt65usd03",18.86,6.5,1.0,400.0,1,4,0.0,65220.0,1.0,1.5,12.0,0.0,2,3,0.0,8,0.0,0.0,1.0,5000,0.0,165.0,8.0,1.0,60.0,1.0
0,1,0.0,0,0.0,0.0,3,"50"" maunfeld mqt50usd03",9.32,9.5,1.0,350.0,1,4,0.0,54350.0,1.0,1.5,12.0,0.0,2,3,0.0,8,0.0,0.0,1.0,5000,0.0,127.0,8.0,1.0,60.0,1.0
0,1,0.0,0,0.0,0.0,3,"55"" maunfeld mlt55usd02g",11.9,6.5,1.0,280.0,1,4,0.0,49460.0,1.0,1.5,12.0,0.0,2,3,0.0,3,0.0,0.0,1.0,5000,0.0,140.0,8.0,1.0,60.0,1.0
0,0,0.0,0,0.0,0.0,3,"43"" maunfeld mlt43usd02g",6.5,9.5,0.0,200.0,1,4,0.0,29330.0,1.0,1.0,12.0,0.0,2,3,0.0,3,0.0,0.0,1.0,5000,0.0,109.0,8.0,0.0,60.0,0.0
0,0,0.0,0,0.0,0.0,7,"75"" tcl 75с647",0.0,0.0,0.0,0.0,0,4,0.0,99990.0,1.0,2.0,12.0,0.0,0,0,0.0,6,0.0,0.0,1.0,0,1.0,0.0,16.0,0.0,0.0,0.0
0,5,1.0,0,0.0,0.0,14,"100"" hisense laser tv 100l5h",13.7,0.0,0.0,0.0,0,4,0.0,349990.0,1.0,0.0,12.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0
0,1,1.0,0,0.0,0.0,6,"65"" haier h65s9ug pro",23.2,1.0,0.0,1000.0,1,4,0.0,119990.0,1.0,1.5,12.0,0.0,10,3,0.0,7,1.0,1.0,1.0,1000000,1.0,165.0,8.0,0.0,120.0,1.0
