Цена,Акустическая схема,Таймер включения/выключения,Разъем для наушников,Встроенный сабвуфер,Прогрессивная развертка,Вес без подставки,Время отклика пикселя,Гарантия,Разрешение,Поддержка NFC,Управление со смартфона,Встроенный Wi-Fi,Встроенный Bluetooth,Поддержка HDR,Контрастность,Размер VESA,Телетекст,Яркость экрана,Мощность сабвуфера,Частота обновления,Родительский контроль,Диагональ,Страна производитель,Операционная система,Название,Соотношение сторон,Объем встроенной памяти,Объем оперативной памяти,Рейтинг,Количество отзывов,Тип панели,Цвет,Цифровое шумоподавление
90760.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" samsung ue65bu8500uxce",0,0.0,0.0,5.0,3.0,6,0,0.0
38990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" lg 43uq76003ld.adkg",0,0.0,0.0,4.8,6.0,6,0,0.0
12940.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"40"" starwind sw-led40sb304",0,0.0,0.0,5.0,14.0,6,0,0.0
11590.0,0,0.0,0.0,0.0,0.0,3.8,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"32"" starwind sw-led32sg300",0,0.0,0.0,5.0,13.0,6,0,0.0
174990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" hisense 65a85h",0,0.0,0.0,5.0,0.0,6,0,0.0
8060.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"23.6"" telefunken tf-led24s15t2\h",0,0.0,0.0,5.0,0.0,6,0,0.0
16230.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" starwind sw-led43ub404",0,0.0,0.0,5.0,0.0,6,0,0.0
60550.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" hyundai h-led65fu7002",0,0.0,0.0,4.1,0.0,6,0,0.0
20990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"40"" hyundai h-led40bs5002",0,0.0,0.0,5.0,0.0,6,0,0.0
60190.0,0,0.0,0.0,0.0,0.0,8.1,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" samsung ue43bu8500uxce",0,0.0,0.0,4.0,0.0,6,0,0.0
14990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,"24"" kivi 24h750nb",0,0.0,0.0,5.0,0.0,6,0,0.0
19190.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" starwind sw-led43ug400",0,0.0,0.0,4.7,0.0,6,0,0.0
164990.0,0,0.0,0.0,0.0,0.0,41.5,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,11,1.0,0.0,0,0.0,1.0,0.0,0,4,"75"" samsung qe75q60bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
9090.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"24"" digma dm-led24sbb31",0,0.0,0.0,5.0,0.0,6,0,0.0
15490.0,0,0.0,1.0,0.0,0.0,9.2,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"40"" digma dm-led40sbb31",0,0.0,0.0,4.0,0.0,6,0,0.0
11460.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"31.5"" telefunken tf-led32s73t2s\h",0,0.0,0.0,5.0,0.0,6,0,0.0
229990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" samsung qe65qn95bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
59990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" lg 50nano769qa.adkg",0,0.0,0.0,0.0,0.0,6,0,0.0
37990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" lg 43up76006lc.aru",0,0.0,0.0,4.8,0.0,6,0,0.0
299990.0,0,0.0,0.0,1.0,0.0,35.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,10,1.0,0.0,20,0.0,1.0,0.0,0,4,"75"" samsung qe75qn90bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
49770.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" lg 50uq76003ld.adkg",0,0.0,0.0,5.0,0.0,6,0,0.0
6790.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"24"" erisson 24lm8000ct2",0,0.0,0.0,0.0,0.0,6,0,0.0
56990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" grundig 55ggu7900b",0,0.0,0.0,1.0,0.0,6,0,0.0
20180.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"32"" hyundai h-led32fs5004",0,0.0,0.0,3.9,0.0,6,0,0.0
8900.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,12,0.0,0.0,0,0.0,0.0,0.0,0,0,"23.6"" bbk 24lex-7204/ts2c (b)",0,0.0,0.0,5.0,0.0,6,0,0.0
189990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"75"" samsung qe75q70bauxce",0,0.0,0.0,5.0,0.0,6,0,0.0
87990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"48"" lg oled48a2rla.adkg",0,0.0,0.0,0.0,0.0,6,0,0.0
8690.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"24"" starwind sw-led24sg304",0,0.0,0.0,0.0,0.0,6,0,0.0
51990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" grundig 50ggu7900b",0,0.0,0.0,5.0,0.0,6,0,0.0
199990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" samsung qe65qn90bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
127990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" lg 65qned816ra.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
18900.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" hyundai h-led43bu7000",0,0.0,0.0,5.0,0.0,6,0,0.0
31990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" grundig 43ggf6900b",0,0.0,0.0,0.0,0.0,6,0,0.0
11480.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"32"" hyundai h-led32fs5006",0,0.0,0.0,4.4,0.0,6,0,0.0
79990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" lg 65nano896pc.aru",0,0.0,0.0,0.0,0.0,6,0,0.0
13990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"32"" hyundai h-led32bs5002",0,0.0,0.0,5.0,0.0,6,0,0.0
11790.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"32"" digma dm-led32sbb31",0,0.0,0.0,5.0,0.0,6,0,0.0
67950.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" lg 55uq80006lb.adkg",0,0.0,0.0,0.0,0.0,6,0,0.0
54990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" kivi 65u750nb",0,0.0,0.0,5.0,0.0,6,0,0.0
24990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" hyundai h-led43bu7006",0,0.0,0.0,5.0,0.0,6,0,0.0
57990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" lg 55uq81009lc.adkb",0,0.0,0.0,4.8,0.0,6,0,0.0
37990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" lg 43uq81009lc.adgg",0,0.0,0.0,5.0,0.0,6,0,0.0
64990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" grundig 55ggu8960",0,0.0,0.0,5.0,0.0,6,0,0.0
217590.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" samsung qe65q80bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
108990.0,0,0.0,0.0,0.0,1.0,24.8,8.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0,9,1.0,0.0,0,60.0,1.0,178.0,13,0,"70"" samsung ue70au7100uxce",1,0.0,0.0,0.0,0.0,3,0,0.0
139990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" samsung qe50qn90bauxce",0,0.0,0.0,5.0,0.0,6,0,0.0
119990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" samsung qe55q80bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
65900.0,4,0.0,0.0,0.0,0.0,14.7,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" samsung ue55bu8500uxce",0,0.0,0.0,0.0,0.0,6,0,0.0
41590.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" lg 50up77006lb.adgg",0,0.0,0.0,5.0,0.0,6,0,0.0
49990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" lg 50uq76003ld",0,0.0,0.0,5.0,0.0,6,0,0.0
249990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"75"" samsung qe75qn85bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
152990.0,0,0.0,0.0,0.0,0.0,22.4,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" samsung qe65ls03bauxce",0,0.0,0.0,5.0,0.0,6,0,0.0
22990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" yuno ulx-50utcs3234",0,0.0,0.0,0.0,0.0,6,0,0.0
24990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" умный яндекс с алисой yndx-00071",0,0.0,0.0,0.0,0.0,6,0,0.0
41990.0,0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" lg 43uq80006lb.adkg",0,0.0,0.0,5.0,0.0,6,4,0.0
41090.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" starwind sw-led65ug403",0,0.0,0.0,4.3,0.0,6,0,0.0
12490.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"40"" bq 4002b",0,0.0,0.0,0.0,0.0,6,0,0.0
21990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"40"" kivi 40f740nb",0,0.0,0.0,5.0,0.0,6,0,0.0
17260.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" supra stv-lc43st0155fsb.",0,0.0,0.0,0.0,0.0,6,0,0.0
14390.0,0,1.0,1.0,0.0,1.0,9.2,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3,1.0,0.0,0,0.0,1.0,0.0,0,0,"43"" digma dm-led43mbb21",0,0.0,0.0,4.7,0.0,6,0,1.0
22990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"50"" bq 50su03b",0,0.0,0.0,0.0,0.0,6,0,0.0
249990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"75"" samsung qe75q80bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
274999.0,4,0.0,0.0,0.0,0.0,43.8,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,11,0.0,0.0,0,0.0,0.0,0.0,0,0,"85"" samsung qe85q70bauxce",0,0.0,0.0,0.0,0.0,6,0,0.0
20990.0,0,0.0,1.0,0.0,0.0,6.3,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" philips 43pfs6808/60",0,0.0,0.0,0.0,0.0,6,0,0.0
18940.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" polarline 43pl51stc-sm",0,0.0,0.0,3.0,0.0,6,0,0.0
299990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" samsung qe65qn900auxru",0,0.0,0.0,0.0,0.0,6,0,0.0
8990.0,4,0.0,1.0,0.0,1.0,2.9,8.5,12.0,1,0.0,0.0,1.0,1.0,1.0,3000,2,0.0,200.0,0,60.0,0.0,61.0,2,8,"24"" starwind sw-led24sg312",1,8.0,1.0,0.0,0.0,3,0,1.0
7690.0,4,1.0,1.0,0.0,1.0,3.25,8.5,12.0,1,0.0,0.0,0.0,0.0,0.0,3000,0,1.0,200.0,0,60.0,1.0,61.0,2,0,"24"" digma dm-led24mbb21",1,0.0,0.0,0.0,0.0,3,0,1.0
78480.0,4,0.0,1.0,0.0,0.0,18.2,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,9,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" xiaomi mi tv q2 65",0,16.0,2.0,0.0,0.0,6,0,0.0
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"86"" xiaomi mi tv 86 max c",0,0.0,0.0,0.0,0.0,6,0,0.0
60170.0,4,0.0,1.0,0.0,0.0,13.43,0.0,12.0,0,0.0,0.0,1.0,1.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" xiaomi mi tv q2 55",0,16.0,2.0,0.0,0.0,6,0,0.0
86370.0,4,0.0,0.0,0.0,0.0,24.5,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,7,1.0,0.0,0,0.0,1.0,0.0,0,0,"65"" lg 65qned806qa.aru",0,0.0,0.0,0.0,0.0,6,12,0.0
88380.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,7,1.0,0.0,0,0.0,1.0,0.0,0,6,"55"" lg 55qned829qb.aru",0,0.0,0.0,0.0,0.0,6,3,0.0
42250.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6,0,0.0
42110.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6,0,0.0
249990.0,0,0.0,0.0,0.0,0.0,45.2,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,11,0.0,0.0,0,0.0,0.0,0.0,0,0,"86"" lg 86ur81006la.arub",0,0.0,0.0,0.0,0.0,6,9,0.0
229990.0,0,0.0,0.0,0.0,0.0,45.2,0.0,12.0,0,0.0,1.0,1.0,1.0,0.0,0,11,0.0,0.0,0,0.0,1.0,0.0,0,6,"86"" lg 86ur78006lb.arub",0,0.0,0.0,0.0,0.0,6,0,0.0
179990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" samsung qe55qn85cauxru",0,0.0,0.0,0.0,0.0,6,0,0.0
58990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" samsung ue55cu7100uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
73990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" samsung ue55cu8000uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
52990.0,4,0.0,0.0,0.0,0.0,10.9,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,4,"50"" samsung ue50cu7100uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
124990.0,0,0.0,0.0,0.0,0.0,20.9,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,9,1.0,0.0,0,0.0,0.0,0.0,0,4,"65"" samsung qe65q60cauxru",0,0.0,0.0,0.0,0.0,6,0,0.0
84990.0,4,0.0,0.0,0.0,0.0,11.5,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,0.0,0.0,0,4,"50"" samsung qe50q60cauxru",0,0.0,0.0,0.0,0.0,6,0,0.0
49990.0,0,0.0,0.0,0.0,0.0,8.1,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" samsung ue43cu8000uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
244990.0,1,0.0,0.0,1.0,0.0,24.2,0.0,12.0,0,0.0,1.0,1.0,1.0,1.0,0,9,1.0,0.0,20,0.0,0.0,0.0,0,4,"65"" samsung qe65qn85cauxru",0,0.0,0.0,0.0,0.0,6,16,0.0
144990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"75"" samsung ue75cu8000uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
39990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"43"" samsung ue43cu7100uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
79990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" samsung ue65cu7100uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
117990.0,0,0.0,0.0,0.0,0.0,30.4,0.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0,0.0,0.0,0.0,0,0,"75"" samsung ue75cu7100uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
189990.0,4,0.0,0.0,0.0,0.0,31.4,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,10,1.0,0.0,0,0.0,0.0,0.0,0,4,"75"" samsung qe75q60cauxru",0,0.0,0.0,0.0,0.0,6,0,0.0
319990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"75"" samsung qe75qn85cauxru",0,0.0,0.0,0.0,0.0,6,0,0.0
102990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"65"" samsung ue65cu8000uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
149990.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"75"" xiaomi mi tv q1",0,0.0,0.0,0.0,0.0,6,0,0.0
24691.0,0,0.0,0.0,0.0,1.0,11.4,0.0,1.0,0,0.0,1.0,1.0,1.0,1.0,0,3,1.0,0.0,0,0.0,1.0,0.0,0,0,"50"" samsung ue50au7100uxru",0,0.0,0.0,0.0,0.0,6,0,0.0
124990.0,0,0.0,0.0,0.0,0.0,17.6,0.0,12.0,0,0.0,1.0,0.0,0.0,0.0,0,6,0.0,0.0,0,0.0,0.0,0.0,0,1,"55"" haier h55s9ug pro",0,8.0,1.5,0.0,0.0,6,0,0.0
56520.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,14,0.0,0.0,0,0.0,0.0,0.0,0,0,"55"" maunfeld mqt55usd03",0,0.0,0.0,0.0,0.0,6,0,0.0
108710.0,4,0.0,1.0,0.0,0.0,25.7,6.5,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,8,1.0,400.0,0,60.0,1.0,190.0,2,1,"75"" maunfeld mqt75usd03",1,8.0,1.5,0.0,0.0,8,0,0.0
65220.0,4,0.0,1.0,0.0,0.0,18.86,6.5,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,6,1.0,400.0,0,60.0,1.0,165.0,2,1,"65"" maunfeld mqt65usd03",1,8.0,1.5,0.0,0.0,8,0,0.0
54350.0,4,0.0,1.0,0.0,0.0,9.32,9.5,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,3,1.0,350.0,0,60.0,1.0,127.0,2,1,"50"" maunfeld mqt50usd03",1,8.0,1.5,0.0,0.0,8,0,0.0
49460.0,4,0.0,1.0,0.0,0.0,11.9,6.5,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,3,1.0,280.0,0,60.0,1.0,140.0,2,1,"55"" maunfeld mlt55usd02g",1,8.0,1.5,0.0,0.0,3,0,0.0
29330.0,4,0.0,0.0,0.0,0.0,6.5,9.5,12.0,3,0.0,0.0,1.0,1.0,0.0,5000,3,0.0,200.0,0,60.0,0.0,109.0,2,0,"43"" maunfeld mlt43usd02g",1,8.0,1.0,0.0,0.0,3,0,0.0
99990.0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,1.0,1.0,1.0,0,7,0.0,0.0,0,0.0,0.0,0.0,0,0,"75"" tcl 75с647",0,16.0,2.0,0.0,0.0,6,0,0.0
349990.0,4,0.0,0.0,0.0,0.0,13.7,0.0,12.0,0,0.0,0.0,1.0,0.0,1.0,0,14,1.0,0.0,0,0.0,1.0,0.0,0,5,"100"" hisense laser tv 100l5h",0,0.0,0.0,0.0,0.0,6,0,1.0
119990.0,4,1.0,0.0,0.0,0.0,23.2,1.0,12.0,3,0.0,1.0,1.0,1.0,1.0,1000000,6,0.0,1000.0,0,120.0,1.0,165.0,10,1,"65"" haier h65s9ug pro",1,8.0,1.5,0.0,0.0,7,0,1.0
43280.0,4,0.0,1.0,0.0,1.0,0.0,0.0,12.0,0,0.0,0.0,1.0,0.0,0.0,0,7,1.0,0.0,0,0.0,0.0,0.0,0,1,"65"" telefunken tf-led65s15t2su(черный)\h",0,8.0,1.5,0.0,0.0,6,0,0.0
