Цена,Акустическая схема,Таймер включения/выключения,Разъем для наушников,Встроенный сабвуфер,Прогрессивная развертка,Вес без подставки,Время отклика пикселя,Гарантия,Разрешение,Поддержка NFC,Управление со смартфона,Встроенный Wi-Fi,Встроенный Bluetooth,Поддержка HDR,Контрастность,Размер VESA,Телетекст,Яркость экрана,Мощность сабвуфера,Частота обновления,Родительский контроль,Диагональ,Страна производитель,Операционная система,Название,Соотношение сторон,Объем встроенной памяти,Объем оперативной памяти,Рейтинг,Количество отзывов,Тип панели,Цвет,Цифровое шумоподавление
29999.0,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,3,0.0,0.0,1.0,1.0,1.0,0.0,4,0.0,0.0,0.0,60.0,0.0,0.0,13,0," 43"" hisense 43e7hq",0,0.0,0.0,5.0,10.0,8,0,0.0
21999.0,0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2,0.0,1.0,1.0,0.0,0.0,5000.0,3,0.0,0.0,0.0,60.0,0.0,0.0,13,5," 40"" hisense 40a4k",1,0.0,0.0,5.0,5.0,3,0,1.0
59999.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,9,0.0,0.0,0.0,60.0,0.0,0.0,13,5," 65"" hisense 65e7hq",1,0.0,0.0,5.0,19.0,8,0,1.0
19999.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2,0.0,1.0,1.0,0.0,0.0,0.0,14,0.0,0.0,0.0,60.0,0.0,0.0,13,5," 40"" hisense 40a4bg",1,0.0,0.0,5.0,6.0,3,13,1.0
19999.0,0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2,0.0,0.0,0.0,0.0,0.0,1200.0,3,1.0,0.0,0.0,0.0,0.0,0.0,2,0," 40"" hi vhit-40f152ms",1,0.0,0.0,5.0,13.0,3,13,1.0
34999.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,14,0.0,0.0,0.0,60.0,0.0,0.0,15,1," 55"" grundig 55 gfu 7800b",0,0.0,0.0,5.0,2.0,3,13,1.0
149999.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,9,0.0,0.0,0.0,120.0,0.0,0.0,13,5," 65"" hisense 65u8hq",1,0.0,0.0,5.0,12.0,8,0,1.0
39999.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,14,0.0,0.0,0.0,60.0,0.0,0.0,15,1," 43"" grundig 43 gfu 7800b",0,0.0,0.0,4.0,17.0,3,13,1.0
34999.0,0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,14,0.0,0.0,0.0,60.0,0.0,127.0,13,5," 50"" toshiba 50c350ke",1,0.0,0.0,5.0,9.0,3,0,1.0
44999.0,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,4,0.0,0.0,0.0,60.0,0.0,0.0,10,5," 55"" toshiba 55c350le",1,0.0,0.0,5.0,4.0,3,0,1.0
62999.0,0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,2,0.0,0.0,0.0,60.0,0.0,0.0,15,0," 65"" grundig 65 ghu 7830",1,0.0,0.0,5.0,17.0,3,0,1.0
44999.0,0,0.0,0.0,0.0,0.0,9.8,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,4,0.0,0.0,0.0,60.0,0.0,127.0,13,5," 50"" toshiba 50c450ke",0,0.0,0.0,5.0,13.0,8,0,1.0
99999.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,5000.0,14,1.0,0.0,0.0,120.0,0.0,0.0,10,5," 65"" hisense 65u7hq",1,0.0,0.0,5.0,14.0,8,0,1.0
54999.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,4,0.0,0.0,0.0,60.0,0.0,0.0,13,5," 55"" toshiba 55c450ke",0,0.0,0.0,5.0,6.0,8,0,1.0
89999.0,0,1.0,1.0,0.0,0.0,0.0,8.5,12.0,3,0.0,0.0,0.0,0.0,1.0,5000.0,14,0.0,300.0,0.0,60.0,0.0,0.0,10,1," 75"" haier 75 smart tv s1",1,0.0,0.0,5.0,11.0,3,0,1.0
6299.0,0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1,0.0,1.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,60.0,0.0,61.0,13,0," 24"" hec r1 24 hd (dh1vh0d00ru)",1,0.0,0.0,5.0,17.0,3,13,0.0
13999.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0.0,1.0,1.0,0.0,0.0,0.0,14,0.0,0.0,0.0,60.0,0.0,0.0,13,5," 32"" hisense 32a4bg",1,0.0,0.0,5.0,21.0,3,13,1.0
16999.0,1,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1,0.0,1.0,1.0,1.0,1.0,0.0,3,0.0,0.0,0.0,50.0,0.0,0.0,10,0," 32"" lg 32lm637bpva",1,0.0,0.0,5.0,11.0,3,0,1.0
9399.0,0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2,0.0,0.0,1.0,1.0,0.0,0.0,14,0.0,0.0,0.0,60.0,0.0,0.0,2,8," 32"" hi vhix-32f219msy",1,0.0,0.0,4.0,14.0,3,0,1.0
49999.0,0,1.0,1.0,0.0,0.0,0.0,8.0,12.0,3,0.0,1.0,0.0,0.0,1.0,5000.0,14,0.0,350.0,0.0,60.0,0.0,127.0,10,1," 50"" haier 50 smart tv ax pro",1,0.0,0.0,5.0,-2.0,8,0,1.0
56999.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,14,0.0,0.0,0.0,60.0,0.0,0.0,15,1," 55"" grundig 55 ggu 7900b",0,0.0,0.0,5.0,11.0,3,13,1.0
38999.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,1.0,1.0,1.0,1.0,1.0,0.0,3,0.0,0.0,0.0,60.0,0.0,127.0,13,6," 50"" lg 50uq80006lb",1,0.0,0.0,5.0,2.0,3,0,1.0
39999.0,1,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0,1.0,1.0,1.0,1.0,0.0,3,0.0,0.0,0.0,60.0,0.0,127.0,7,0," 50"" lg nanocell 50nano75vpa",1,0.0,0.0,4.0,4.0,4,0,1.0
18999.0,0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,60.0,0.0,0.0,13,5," 32"" toshiba 32v35ke",1,0.0,0.0,5.0,17.0,3,0,1.0
9499.0,1,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,50.0,0.0,0.0,2,8," 32"" hi vhix-32h181msy",1,0.0,0.0,4.0,19.0,3,0,1.0
24999.0,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2,0.0,1.0,1.0,0.0,0.0,0.0,14,0.0,0.0,0.0,60.0,0.0,0.0,13,5," 43"" toshiba 43v35ke",1,0.0,0.0,5.0,-2.0,3,0,1.0
