Процессор,Гарантия,Объем SSD,Мышь,Цена,Количество ядер,Количество отзывов,Название,Операционная система,Клавиатура,Рейтинг,Блок питания,Разъем для наушников,Графика,Объем оперативной памяти,Разъем для микрофона
41,12.0,256.0,1.0,74950.0,4.0,0.0,компьютер hp prodesk 400 g9,8,1.0,0.0,90.0,0.0,53,8.0,0.0
55,12.0,256.0,1.0,85800.0,6.0,0.0,компьютер lenovo neo 50s,8,1.0,0.0,260.0,0.0,51,8.0,0.0
56,36.0,512.0,0.0,102300.0,6.0,0.0,компьютер iru game 510h6gma,3,0.0,0.0,500.0,1.0,24,16.0,1.0
41,36.0,512.0,0.0,93900.0,4.0,0.0,компьютер iru game 510h6gma,3,0.0,0.0,500.0,1.0,24,16.0,1.0
50,36.0,1024.0,0.0,96400.0,6.0,0.0,компьютер iru game 310h5gma,3,0.0,0.0,650.0,1.0,25,16.0,1.0
50,36.0,1024.0,0.0,86500.0,6.0,0.0,компьютер iru game 310h5gma,3,0.0,0.0,650.0,1.0,24,16.0,1.0
34,36.0,256.0,0.0,54000.0,4.0,0.0,компьютер iru опал 513,3,0.0,0.0,450.0,1.0,49,8.0,1.0
56,36.0,1024.0,0.0,75600.0,6.0,0.0,компьютер iru game 510b6gma,3,0.0,5.0,500.0,1.0,16,16.0,1.0
40,12.0,256.0,1.0,72810.0,4.0,0.0,компьютер hp 290 g9,7,1.0,0.0,180.0,0.0,51,8.0,0.0
70,12.0,512.0,1.0,93680.0,6.0,0.0,компьютер hp 290 g4,7,1.0,0.0,180.0,0.0,49,8.0,0.0
104,12.0,256.0,0.0,22400.0,2.0,0.0,неттоп rombica horizon g6 t1g642d,7,0.0,0.0,100.0,1.0,48,4.0,1.0
104,12.0,0.0,0.0,16800.0,2.0,0.0,неттоп rombica horizon g6 txg600d,7,0.0,5.0,100.0,1.0,48,0.0,1.0
44,12.0,256.0,0.0,38400.0,6.0,0.0,неттоп rombica blackbird i5 h610482d,7,0.0,5.0,100.0,1.0,49,8.0,1.0
104,12.0,256.0,0.0,26000.0,2.0,0.0,неттоп rombica horizon g6 h7g642d,7,0.0,0.0,100.0,1.0,48,4.0,1.0
80,36.0,1024.0,0.0,177000.0,12.0,0.0,компьютер iru game 710z6gp,3,0.0,0.0,700.0,1.0,28,32.0,1.0
80,36.0,1024.0,0.0,168300.0,12.0,0.0,компьютер iru game 710z6gp,3,0.0,0.0,700.0,1.0,28,16.0,1.0
80,36.0,1024.0,0.0,139900.0,12.0,0.0,компьютер iru game 510b6gma,3,0.0,0.0,700.0,1.0,28,16.0,1.0
56,36.0,1024.0,0.0,119500.0,6.0,0.0,компьютер iru game 510b6gma,3,0.0,5.0,650.0,1.0,27,16.0,1.0
56,36.0,1024.0,0.0,112100.0,6.0,0.0,компьютер iru game 510b6gma,3,0.0,0.0,650.0,1.0,24,16.0,1.0
34,12.0,256.0,1.0,83950.0,4.0,0.0,компьютер hp 290 g4,8,1.0,0.0,180.0,0.0,49,8.0,0.0
35,12.0,256.0,1.0,71000.0,4.0,0.0,компьютер hp prodesk 400 g6,7,1.0,0.0,65.0,0.0,49,8.0,0.0
34,36.0,240.0,0.0,54000.0,4.0,0.0,компьютер iru home 310h5se,8,0.0,4.7,400.0,1.0,49,16.0,1.0
25,0.0,0.0,0.0,0.0,0.0,0.0,компьютер hp 290 g4,0,0.0,0.0,0.0,0.0,1,0.0,0.0
34,36.0,512.0,1.0,65000.0,4.0,0.0,компьютер iru опал 513,3,1.0,0.0,400.0,1.0,49,8.0,1.0
49,36.0,512.0,0.0,57300.0,6.0,0.0,компьютер iru office 510b5gm,3,0.0,0.0,500.0,1.0,51,16.0,1.0
49,36.0,512.0,0.0,51800.0,6.0,0.0,компьютер iru office 510b5gm,3,0.0,0.0,500.0,1.0,51,8.0,1.0
90,12.0,1024.0,1.0,172110.0,16.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,8,1.0,0.0,135.0,0.0,53,16.0,0.0
90,12.0,1024.0,1.0,154030.0,16.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,7,1.0,0.0,135.0,0.0,53,16.0,0.0
59,12.0,512.0,1.0,112420.0,6.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,8,1.0,0.0,65.0,0.0,53,16.0,0.0
59,12.0,512.0,1.0,105320.0,6.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,8,1.0,0.0,65.0,0.0,53,8.0,0.0
59,12.0,256.0,1.0,83020.0,6.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,7,1.0,0.0,65.0,0.0,53,8.0,0.0
41,12.0,256.0,1.0,88670.0,4.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,8,1.0,0.0,65.0,0.0,51,8.0,0.0
107,12.0,256.0,1.0,78920.0,2.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,8,1.0,0.0,65.0,0.0,50,8.0,0.0
107,12.0,256.0,1.0,60830.0,2.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,7,1.0,0.0,65.0,0.0,50,8.0,0.0
107,12.0,128.0,1.0,56520.0,2.0,0.0,компьютер lenovo thinkcentre tiny m70q-3,7,1.0,0.0,65.0,0.0,50,8.0,0.0
50,36.0,256.0,0.0,58900.0,6.0,0.0,компьютер iru home 310h5sm,3,0.0,4.0,500.0,1.0,11,16.0,1.0
73,36.0,512.0,0.0,74100.0,8.0,0.0,компьютер iru home 310h5sm,3,0.0,0.0,500.0,1.0,15,8.0,1.0
37,36.0,512.0,0.0,54000.0,4.0,0.0,компьютер iru home 310h5sm,3,0.0,0.0,500.0,1.0,15,8.0,1.0
37,36.0,256.0,0.0,40500.0,4.0,0.0,компьютер iru home 310h5sm,3,0.0,5.0,400.0,1.0,11,8.0,1.0
56,36.0,1024.0,0.0,116300.0,6.0,0.0,компьютер iru game 510b6gma,3,0.0,0.0,650.0,1.0,27,16.0,1.0
56,36.0,1024.0,0.0,90900.0,6.0,0.0,компьютер iru game 510b6gma,3,0.0,0.0,650.0,1.0,24,16.0,1.0
50,36.0,1024.0,0.0,115900.0,6.0,0.0,компьютер iru game 510b5gma,3,0.0,0.0,650.0,1.0,24,16.0,1.0
73,36.0,512.0,0.0,77100.0,8.0,0.0,компьютер iru home 310h5gm,3,0.0,0.0,500.0,1.0,15,16.0,1.0
73,36.0,512.0,0.0,72700.0,8.0,0.0,компьютер iru home 310h5gm,3,0.0,0.0,500.0,1.0,15,8.0,1.0
37,36.0,512.0,0.0,55100.0,4.0,0.0,компьютер iru home 310h5gm,3,0.0,5.0,500.0,1.0,15,16.0,1.0
47,12.0,0.0,1.0,97600.0,6.0,0.0,компьютер hp elitedesk 800 g6,7,0.0,0.0,260.0,0.0,49,16.0,0.0
34,12.0,256.0,1.0,101470.0,4.0,0.0,компьютер hp prodesk 400 g7,8,1.0,0.0,0.0,0.0,49,8.0,0.0
48,12.0,256.0,1.0,72650.0,6.0,0.0,компьютер hp prodesk 400 g6,3,0.0,0.0,65.0,0.0,49,8.0,0.0
19,12.0,512.0,1.0,107720.0,8.0,0.0,компьютер hp 295 g8,8,0.0,0.0,0.0,0.0,2,8.0,0.0
19,12.0,256.0,1.0,105440.0,8.0,0.0,компьютер hp 295 g8,8,0.0,0.0,0.0,0.0,2,8.0,0.0
11,12.0,256.0,1.0,93960.0,6.0,0.0,компьютер hp 295 g8,8,0.0,0.0,0.0,0.0,2,8.0,0.0
3,12.0,256.0,1.0,90390.0,4.0,0.0,компьютер hp 295 g8,8,0.0,0.0,0.0,0.0,2,8.0,0.0
50,36.0,1024.0,0.0,88700.0,6.0,0.0,компьютер iru game 510b5gs,3,0.0,0.0,700.0,1.0,24,16.0,1.0
37,36.0,1024.0,0.0,77100.0,4.0,0.0,компьютер iru game 310h5ge,3,0.0,0.0,500.0,1.0,19,16.0,1.0
37,36.0,1024.0,0.0,71600.0,4.0,0.0,компьютер iru game 310h5ge,3,0.0,0.0,500.0,1.0,19,8.0,1.0
37,36.0,1024.0,0.0,58400.0,4.0,0.0,компьютер iru game 310h5ge,3,0.0,0.0,500.0,1.0,16,8.0,1.0
37,12.0,250.0,0.0,63900.0,4.0,0.0,мини пк msi pro dp130 11rk-490ru,8,0.0,0.0,350.0,1.0,11,8.0,1.0
55,12.0,512.0,0.0,67290.0,6.0,0.0,мини пк msi pro dp130 12-486ru,8,0.0,0.0,350.0,1.0,46,8.0,1.0
104,36.0,256.0,1.0,52900.0,2.0,0.0,компьютер iru опал 512,3,1.0,0.0,500.0,1.0,48,8.0,1.0
49,36.0,512.0,0.0,75400.0,6.0,0.0,компьютер iru опал 513,3,0.0,0.0,400.0,1.0,51,16.0,1.0
49,36.0,256.0,0.0,61700.0,6.0,0.0,компьютер iru опал 513,3,0.0,0.0,400.0,1.0,51,8.0,1.0
34,36.0,256.0,0.0,77200.0,4.0,0.0,компьютер iru опал 513,3,0.0,0.0,400.0,1.0,49,16.0,1.0
34,36.0,256.0,0.0,54300.0,4.0,0.0,компьютер iru опал 513,3,0.0,0.0,400.0,1.0,49,8.0,1.0
9,12.0,512.0,0.0,82800.0,6.0,0.0,компьютер asus g10dk-53600x016w,8,0.0,0.0,500.0,0.0,21,8.0,0.0
9,12.0,512.0,0.0,93800.0,6.0,0.0,компьютер asus g10dk-53600x0150,7,0.0,0.0,500.0,0.0,21,16.0,0.0
16,36.0,512.0,0.0,46200.0,6.0,0.0,компьютер iru home 320a3ge,3,0.0,5.0,500.0,1.0,2,8.0,1.0
11,12.0,240.0,0.0,68600.0,6.0,0.0,компьютер rdw computers optimal bc,5,0.0,0.0,0.0,0.0,2,8.0,0.0
44,36.0,512.0,1.0,69500.0,6.0,0.0,компьютер iru опал 515,3,1.0,0.0,400.0,1.0,49,16.0,1.0
34,36.0,256.0,1.0,75000.0,4.0,0.0,компьютер iru опал 513,3,1.0,0.0,400.0,1.0,49,16.0,1.0
44,36.0,256.0,1.0,69400.0,6.0,0.0,компьютер iru опал 515,3,1.0,0.0,400.0,1.0,49,8.0,1.0
34,36.0,256.0,1.0,57300.0,4.0,0.0,компьютер iru опал 513,3,1.0,0.0,400.0,1.0,49,8.0,1.0
19,12.0,512.0,0.0,83800.0,8.0,0.0,компьютер lenovo ideacentre 14acn6,8,0.0,0.0,260.0,0.0,2,8.0,0.0
19,12.0,256.0,0.0,79600.0,8.0,0.0,компьютер lenovo ideacentre 14acn6,8,0.0,0.0,260.0,0.0,2,8.0,0.0
99,12.0,128.0,0.0,23200.0,2.0,0.0,неттоп msi cubi n jsl-041ru,8,0.0,0.0,65.0,0.0,46,4.0,0.0
73,36.0,1024.0,0.0,327800.0,8.0,0.0,компьютер iru game 710z5gp,8,0.0,0.0,800.0,1.0,33,32.0,1.0
73,36.0,1024.0,0.0,355900.0,8.0,0.0,компьютер iru game 710z5gp,3,0.0,0.0,800.0,1.0,33,32.0,1.0
49,36.0,256.0,0.0,41300.0,4.0,0.0,компьютер iru office 310h5sf,3,0.0,0.0,300.0,1.0,51,8.0,1.0
50,36.0,1024.0,0.0,132400.0,6.0,0.0,компьютер iru game 510b5gma,3,0.0,0.0,650.0,1.0,25,16.0,1.0
50,36.0,1024.0,0.0,106700.0,6.0,0.0,компьютер iru game 510h5gm,3,0.0,0.0,650.0,1.0,24,16.0,1.0
49,36.0,256.0,0.0,51800.0,4.0,0.0,компьютер iru office 310h5sm,3,0.0,0.0,400.0,1.0,51,8.0,1.0
34,36.0,0.0,0.0,39700.0,4.0,0.0,компьютер iru office 310h5sm,3,0.0,0.0,400.0,1.0,49,8.0,1.0
104,36.0,256.0,0.0,28100.0,2.0,0.0,компьютер iru office 310h5sm,3,0.0,0.0,400.0,1.0,48,8.0,1.0
98,12.0,128.0,0.0,22200.0,4.0,0.0,неттоп iru 110pgl,3,0.0,0.0,0.0,0.0,47,4.0,0.0
49,36.0,512.0,0.0,46900.0,6.0,0.0,компьютер iru home 310h5ge,3,0.0,5.0,500.0,1.0,51,8.0,1.0
72,36.0,1024.0,0.0,71600.0,8.0,0.0,компьютер iru office 510b5gpi,3,0.0,4.0,700.0,1.0,52,32.0,1.0
44,12.0,256.0,1.0,66370.0,6.0,0.0,компьютер lenovo v50t gen 2-13iob,7,1.0,0.0,180.0,0.0,49,8.0,1.0
34,12.0,256.0,1.0,60620.0,4.0,0.0,компьютер lenovo v50t gen 2-13iob,7,1.0,0.0,180.0,0.0,49,8.0,1.0
49,36.0,0.0,0.0,58400.0,6.0,0.0,компьютер iru home 310h5se,8,0.0,0.0,400.0,1.0,51,8.0,1.0
49,36.0,0.0,0.0,59500.0,6.0,0.0,компьютер iru home 310h5se,8,0.0,5.0,400.0,1.0,51,8.0,1.0
49,36.0,0.0,0.0,50900.0,6.0,0.0,компьютер iru home 310h5se,3,0.0,0.0,400.0,1.0,51,8.0,1.0
34,36.0,240.0,0.0,56200.0,4.0,0.0,компьютер iru home 310h5se,8,0.0,0.0,400.0,1.0,49,8.0,1.0
34,36.0,240.0,0.0,39100.0,4.0,0.0,компьютер iru home 310h5se,3,0.0,5.0,400.0,1.0,49,8.0,1.0
34,36.0,0.0,0.0,63600.0,4.0,0.0,компьютер iru home 310h5se,8,0.0,0.0,400.0,1.0,49,8.0,1.0
34,36.0,240.0,0.0,52900.0,4.0,0.0,компьютер iru home 310h5se,8,0.0,0.0,400.0,1.0,49,8.0,1.0
49,36.0,240.0,0.0,40300.0,6.0,0.0,компьютер iru home 310h5se,3,0.0,4.6,400.0,1.0,51,16.0,1.0
56,36.0,250.0,0.0,130000.0,6.0,0.0,компьютер iru game 710z6gp,3,0.0,0.0,700.0,1.0,44,16.0,1.0
49,36.0,240.0,0.0,62300.0,6.0,0.0,компьютер iru home 310h5se,8,0.0,0.0,400.0,1.0,51,8.0,1.0
34,36.0,480.0,0.0,96400.0,4.0,0.0,компьютер iru game 310h5gs,8,0.0,0.0,500.0,1.0,19,8.0,1.0
34,36.0,480.0,0.0,85400.0,4.0,0.0,компьютер iru game 310h5gs,3,0.0,0.0,500.0,1.0,19,16.0,1.0
73,36.0,1024.0,0.0,167400.0,8.0,0.0,компьютер iru game 710z5gp,8,0.0,1.0,700.0,1.0,30,16.0,1.0
70,12.0,512.0,0.0,93250.0,8.0,0.0,компьютер huawei matestation b520 pubz-w7851,8,0.0,0.0,0.0,1.0,49,8.0,1.0
44,12.0,256.0,0.0,81120.0,6.0,0.0,компьютер huawei matestation b520 pubz-w5821,8,0.0,0.0,0.0,1.0,49,8.0,1.0
44,12.0,0.0,0.0,73990.0,6.0,0.0,компьютер huawei matestation b520 pubz-w5891a,8,0.0,0.0,0.0,1.0,49,8.0,1.0
45,36.0,480.0,0.0,90900.0,6.0,0.0,компьютер iru game 310h5gs,3,0.0,0.0,500.0,1.0,19,16.0,1.0
37,36.0,480.0,0.0,59500.0,4.0,0.0,компьютер iru game 310h5ge,3,0.0,0.0,500.0,1.0,19,8.0,1.0
97,12.0,128.0,0.0,23420.0,2.0,0.0,неттоп hiper m9,5,0.0,1.0,65.0,1.0,48,4.0,1.0
55,36.0,500.0,0.0,100800.0,6.0,0.0,компьютер iru game 510b6gma,3,0.0,5.0,500.0,1.0,24,16.0,1.0
29,12.0,512.0,0.0,84000.0,8.0,0.0,компьютер apple mac mini a2348,6,0.0,0.0,0.0,1.0,1,8.0,0.0
44,36.0,250.0,0.0,114100.0,6.0,0.0,компьютер iru game 510b5gma,3,0.0,5.0,650.0,1.0,25,16.0,1.0
97,12.0,256.0,0.0,20900.0,2.0,0.0,неттоп hiper m8,3,0.0,5.0,120.0,1.0,48,4.0,1.0
104,12.0,256.0,0.0,21800.0,2.0,0.0,неттоп hiper m9,3,0.0,0.0,120.0,1.0,48,4.0,1.0
104,12.0,256.0,0.0,28600.0,2.0,0.0,неттоп hiper m8,8,0.0,5.0,120.0,1.0,48,4.0,1.0
67,36.0,500.0,1.0,47900.0,6.0,0.0,компьютер iru office 515,3,1.0,5.0,500.0,1.0,49,8.0,1.0
44,36.0,480.0,0.0,77800.0,6.0,0.0,компьютер iru office 510h4sm,8,0.0,0.0,400.0,1.0,49,8.0,1.0
25,0.0,0.0,0.0,398600.0,0.0,0.0,компьютер iru game 710z6gp,0,0.0,0.0,0.0,0.0,1,0.0,0.0
5,12.0,256.0,0.0,63090.0,6.0,0.0,компьютер rdw computers optimal bg,7,0.0,0.0,0.0,0.0,1,8.0,0.0
71,36.0,1024.0,0.0,279500.0,8.0,0.0,компьютер iru game 710z5gp,3,0.0,0.0,850.0,1.0,31,16.0,1.0
71,36.0,1024.0,0.0,203700.0,8.0,0.0,компьютер iru game 710z5gp,3,0.0,0.0,700.0,1.0,28,16.0,1.0
45,36.0,500.0,0.0,75100.0,6.0,0.0,компьютер iru game 510b5gma,3,0.0,4.8,500.0,1.0,4,16.0,1.0
45,36.0,500.0,0.0,82800.0,6.0,0.0,компьютер iru game 510b5gma,3,0.0,0.0,650.0,1.0,24,16.0,1.0
45,36.0,500.0,0.0,75100.0,6.0,0.0,компьютер iru game 510b5gma,3,0.0,0.0,500.0,1.0,19,16.0,1.0
45,36.0,240.0,0.0,132300.0,6.0,0.0,компьютер iru game 510b5gma,3,0.0,0.0,500.0,1.0,16,16.0,1.0
45,36.0,240.0,0.0,125700.0,6.0,0.0,компьютер iru game 510b5ge,3,0.0,0.0,500.0,1.0,16,16.0,1.0
12,36.0,500.0,0.0,128600.0,6.0,0.0,компьютер iru game 520b5sm,8,0.0,0.0,400.0,1.0,3,16.0,1.0
12,36.0,500.0,0.0,92000.0,6.0,0.0,компьютер iru game 520b5sm,3,0.0,0.0,400.0,1.0,3,16.0,1.0
11,36.0,250.0,0.0,104400.0,6.0,0.0,компьютер iru game 520b5sm,8,0.0,0.0,400.0,1.0,3,8.0,1.0
12,36.0,250.0,0.0,167400.0,6.0,0.0,компьютер iru game 520b5gma,3,0.0,0.0,500.0,1.0,3,16.0,1.0
12,36.0,500.0,0.0,150100.0,6.0,0.0,компьютер iru game 520b5gma,3,0.0,0.0,500.0,1.0,3,16.0,1.0
11,36.0,250.0,0.0,190300.0,6.0,0.0,компьютер iru game 520b5se,8,0.0,0.0,500.0,1.0,3,8.0,1.0
11,36.0,250.0,0.0,162600.0,6.0,0.0,компьютер iru game 520b5se,3,0.0,0.0,500.0,1.0,3,8.0,1.0
8,36.0,250.0,0.0,138700.0,6.0,0.0,компьютер iru game 520b5se,3,0.0,0.0,500.0,1.0,3,8.0,1.0
50,12.0,512.0,0.0,76000.0,6.0,0.0,компьютер asus s500mc-51140f0190,7,0.0,0.0,500.0,1.0,21,16.0,1.0
50,12.0,512.0,0.0,89400.0,6.0,0.0,компьютер asus s500mc-51140f0180,7,0.0,0.0,500.0,1.0,25,16.0,1.0
97,36.0,240.0,0.0,27000.0,2.0,0.0,компьютер iru home 310h5se,3,0.0,3.0,400.0,1.0,48,8.0,1.0
82,12.0,1024.0,1.0,252000.0,12.0,0.0,компьютер alienware aurora r13,8,1.0,0.0,750.0,1.0,6,32.0,1.0
45,36.0,500.0,0.0,178400.0,6.0,0.0,компьютер iru game 510b5gma,8,0.0,0.0,700.0,1.0,23,16.0,1.0
45,36.0,250.0,0.0,119300.0,6.0,0.0,компьютер iru game 510b5gm,3,0.0,0.0,650.0,1.0,21,16.0,1.0
50,12.0,512.0,0.0,157500.0,6.0,0.0,компьютер asus g15ce-51140f0370,7,0.0,0.0,750.0,1.0,31,16.0,1.0
8,36.0,500.0,0.0,171700.0,6.0,0.0,компьютер iru game 520b4gm,8,0.0,5.0,650.0,1.0,27,16.0,1.0
11,36.0,240.0,0.0,95200.0,6.0,0.0,компьютер iru home 520b4gs,8,0.0,0.0,500.0,1.0,8,16.0,1.0
12,36.0,1024.0,0.0,209600.0,6.0,0.0,компьютер iru game 520b5,8,0.0,0.0,650.0,1.0,27,16.0,1.0
8,36.0,500.0,0.0,194100.0,6.0,0.0,компьютер iru game 520b4,8,0.0,0.0,650.0,1.0,25,16.0,1.0
11,12.0,256.0,0.0,86130.0,6.0,0.0,компьютер hp pavilion tg01-2104ur,3,0.0,0.0,310.0,0.0,16,8.0,0.0
12,36.0,500.0,0.0,204600.0,6.0,0.0,компьютер iru game 520b5gm,8,0.0,0.0,650.0,1.0,5,16.0,1.0
12,36.0,250.0,0.0,115100.0,6.0,0.0,компьютер iru game 520b5gm,8,0.0,5.0,500.0,1.0,4,16.0,1.0
89,36.0,1024.0,0.0,379900.0,8.0,0.0,компьютер iru game 510b5,3,0.0,0.0,850.0,1.0,33,32.0,1.0
50,12.0,256.0,0.0,57400.0,6.0,0.0,компьютер lenovo ideacentre g5 14iob6,7,0.0,0.0,380.0,1.0,19,8.0,0.0
8,36.0,240.0,0.0,108500.0,6.0,0.0,компьютер iru game 525,8,0.0,0.0,600.0,1.0,19,16.0,1.0
34,36.0,240.0,0.0,55100.0,4.0,0.0,компьютер iru home 310h5se,8,0.0,5.0,400.0,1.0,49,8.0,1.0
70,36.0,480.0,0.0,75600.0,8.0,0.0,компьютер iru office 510b5gm,3,0.0,0.0,500.0,1.0,49,8.0,1.0
50,12.0,512.0,0.0,77200.0,6.0,0.0,компьютер msi trident 3 a 11si-077xru,7,0.0,4.0,230.0,1.0,19,16.0,1.0
45,36.0,500.0,0.0,144300.0,6.0,0.0,компьютер iru game 510b5gm,3,0.0,0.0,600.0,1.0,23,16.0,1.0
34,36.0,240.0,0.0,47600.0,4.0,0.0,компьютер iru home 310h5se,3,0.0,0.0,400.0,1.0,49,4.0,1.0
89,36.0,1024.0,0.0,331800.0,8.0,0.0,компьютер gigabyte game aorus model s,7,0.0,0.0,750.0,2.0,31,32.0,1.0
50,12.0,512.0,0.0,75000.0,6.0,0.0,компьютер asus g10ce-51140f1500,7,0.0,0.0,500.0,0.0,21,8.0,0.0
9,12.0,512.0,0.0,101500.0,6.0,0.0,компьютер asus g10dk-53600x016w,8,0.0,0.0,500.0,0.0,21,8.0,0.0
7,12.0,512.0,0.0,70600.0,4.0,0.0,компьютер asus g10dk-a3400g0310,7,0.0,0.0,500.0,0.0,21,8.0,0.0
34,12.0,256.0,0.0,41900.0,4.0,0.0,компьютер acer aspire xc-1660,2,0.0,0.0,180.0,1.0,49,8.0,1.0
34,12.0,256.0,0.0,40900.0,4.0,0.0,компьютер acer aspire xc-1660,2,0.0,0.0,180.0,1.0,49,8.0,1.0
18,12.0,512.0,0.0,78400.0,8.0,0.0,компьютер acer aspire tc-391,7,0.0,0.0,180.0,1.0,16,16.0,1.0
18,12.0,512.0,0.0,77200.0,8.0,0.0,компьютер acer aspire tc-391,7,0.0,0.0,180.0,1.0,16,8.0,1.0
10,12.0,512.0,0.0,74000.0,6.0,0.0,компьютер acer aspire tc-391,7,0.0,0.0,180.0,1.0,16,16.0,1.0
2,12.0,512.0,0.0,64000.0,4.0,0.0,компьютер acer aspire tc-391,7,0.0,5.0,250.0,1.0,16,16.0,1.0
2,12.0,512.0,0.0,57990.0,4.0,0.0,компьютер acer aspire tc-391,7,0.0,0.0,250.0,1.0,16,8.0,1.0
2,12.0,256.0,0.0,60700.0,4.0,0.0,компьютер acer aspire tc-391,7,0.0,0.0,250.0,1.0,16,8.0,1.0
2,12.0,256.0,0.0,62170.0,4.0,0.0,компьютер acer aspire tc-391,7,0.0,0.0,250.0,1.0,16,8.0,1.0
50,12.0,512.0,0.0,87800.0,6.0,0.0,компьютер acer aspire tc-1660,8,0.0,0.0,500.0,1.0,19,8.0,1.0
50,12.0,512.0,0.0,75000.0,6.0,0.0,компьютер acer aspire tc-1660,8,0.0,0.0,500.0,1.0,16,8.0,1.0
34,12.0,256.0,0.0,57990.0,4.0,0.0,компьютер acer aspire tc-1660,8,0.0,0.0,500.0,1.0,16,8.0,1.0
34,12.0,256.0,0.0,54990.0,4.0,0.0,компьютер acer aspire tc-1660,8,0.0,0.0,500.0,1.0,16,8.0,1.0
6,36.0,480.0,0.0,100000.0,6.0,0.0,компьютер iru home 225,8,0.0,5.0,500.0,1.0,18,8.0,1.0
67,12.0,0.0,0.0,62760.0,6.0,0.0,компьютер acer veriton x2665g,8,0.0,0.0,180.0,0.0,49,8.0,1.0
11,12.0,512.0,0.0,105900.0,6.0,0.0,компьютер lenovo legion t5 26amr5,7,0.0,5.0,550.0,0.0,27,16.0,1.0
34,12.0,512.0,0.0,52990.0,4.0,0.0,компьютер acer aspire tc-1660,7,0.0,0.0,500.0,1.0,16,8.0,1.0
34,12.0,0.0,0.0,50490.0,4.0,0.0,компьютер acer aspire tc-1660,7,0.0,0.0,500.0,1.0,16,8.0,1.0
71,36.0,512.0,0.0,341300.0,8.0,0.0,компьютер iru game 717,3,0.0,0.0,750.0,1.0,33,32.0,1.0
34,12.0,256.0,0.0,51590.0,4.0,0.0,компьютер acer aspire tc-1660,7,0.0,5.0,500.0,1.0,16,8.0,1.0
71,36.0,500.0,0.0,188300.0,8.0,0.0,компьютер iru game 717,8,0.0,0.0,700.0,1.0,28,16.0,1.0
71,36.0,500.0,0.0,327000.0,8.0,0.0,компьютер iru game 717,3,0.0,0.0,800.0,1.0,33,32.0,1.0
11,12.0,512.0,0.0,123840.0,6.0,0.0,компьютер lenovo legion t5 26amr5,7,0.0,0.0,550.0,0.0,19,16.0,1.0
8,36.0,240.0,0.0,161300.0,6.0,0.0,компьютер iru game 525,3,0.0,0.0,700.0,1.0,5,16.0,1.0
103,36.0,120.0,0.0,34100.0,2.0,0.0,компьютер iru office 312,3,0.0,0.0,400.0,1.0,48,4.0,1.0
8,36.0,240.0,0.0,99700.0,6.0,0.0,компьютер iru game 525,3,0.0,4.3,700.0,1.0,25,16.0,1.0
8,36.0,240.0,0.0,122100.0,6.0,0.0,компьютер iru home 225,8,0.0,0.0,400.0,1.0,16,16.0,1.0
35,36.0,240.0,0.0,99700.0,4.0,0.0,компьютер iru home 315,3,0.0,4.0,400.0,1.0,16,16.0,1.0
103,36.0,0.0,0.0,38200.0,2.0,0.0,компьютер iru home 312,3,0.0,5.0,400.0,1.0,48,4.0,1.0
25,0.0,0.0,0.0,0.0,0.0,0.0,компьютер acer aspire xc-1660,0,0.0,0.0,0.0,0.0,1,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,компьютер iru home 310b5se,0,0.0,0.0,0.0,0.0,1,0.0,0.0
31,12.0,512.0,0.0,0.0,8.0,0.0,компьютер apple mac mini a2686,6,0.0,0.0,0.0,1.0,1,16.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,компьютер iru game 320a5ge,0,0.0,0.0,0.0,0.0,1,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,компьютер iru game 510b5gma,0,0.0,0.0,0.0,0.0,1,0.0,0.0
82,36.0,1024.0,0.0,0.0,12.0,0.0,компьютер iru game 517ec,3,0.0,0.0,850.0,1.0,36,32.0,1.0
82,36.0,1024.0,0.0,0.0,12.0,0.0,компьютер iru game 717ec,3,0.0,0.0,1000.0,1.0,37,32.0,1.0
62,36.0,512.0,0.0,0.0,10.0,0.0,компьютер iru game 315ec,3,0.0,0.0,650.0,1.0,24,16.0,1.0
87,36.0,1024.0,0.0,0.0,16.0,0.0,компьютер iru game 717ec,3,0.0,0.0,1000.0,1.0,37,32.0,1.0
56,36.0,512.0,0.0,0.0,6.0,0.0,компьютер iru game 315ec,3,0.0,0.0,500.0,1.0,25,16.0,1.0
40,36.0,256.0,0.0,0.0,4.0,0.0,компьютер iru game 313ec,3,0.0,0.0,500.0,1.0,51,16.0,1.0
25,0.0,0.0,0.0,0.0,0.0,0.0,компьютер iru home 310h5se,0,0.0,0.0,0.0,0.0,1,0.0,0.0
11,36.0,512.0,0.0,0.0,6.0,0.0,компьютер iru home 320a5ge,3,0.0,0.0,500.0,1.0,2,16.0,1.0
