Процессор,Гарантия,Объем SSD,Мышь,Цена,Количество ядер,Количество отзывов,Название,Операционная система,Клавиатура,Рейтинг,Блок питания,Разъем для наушников,Графика,Объем оперативной памяти,Разъем для микрофона
36,36.0,480.0,0.0,45390,4.0,0.0,игровой компьютер robotcomp старт plus 1650,4,0.0,0.0,500.0,0.0,16,16.0,0.0
36,36.0,480.0,0.0,45190,4.0,0.0,игровой компьютер robotcomp старт v2 1650,4,0.0,0.0,500.0,0.0,16,8.0,0.0
36,36.0,480.0,0.0,49190,4.0,0.0,игровой компьютер robotcomp старт v2 plus 1650,8,0.0,0.0,500.0,0.0,16,16.0,0.0
36,36.0,480.0,0.0,50390,4.0,0.0,игровой компьютер robotcomp старт v3 1650,8,0.0,0.0,500.0,0.0,16,8.0,0.0
36,36.0,480.0,0.0,54490,4.0,0.0,игровой компьютер robotcomp старт v3 plus 1650,8,0.0,0.0,500.0,0.0,16,16.0,0.0
25,0.0,0.0,0.0,54490,0.0,0.0,игровой компьютер robotcomp старт v3 plus 1650,0,0.0,0.0,0.0,0.0,55,0.0,0.0
36,36.0,480.0,0.0,45390,4.0,0.0,игровой компьютер robotcomp старт plus 1650 white,4,0.0,0.0,500.0,0.0,16,16.0,0.0
57,36.0,1480.0,0.0,72890,6.0,0.0,игровой компьютер robotcomp циркон,4,0.0,0.0,600.0,0.0,24,16.0,0.0
36,36.0,480.0,0.0,45190,4.0,0.0,игровой компьютер robotcomp старт 1650 v2 white,8,0.0,0.0,500.0,0.0,16,8.0,0.0
57,36.0,1480.0,0.0,76890,6.0,0.0,игровой компьютер robotcomp циркон v2,8,0.0,0.0,600.0,0.0,24,16.0,0.0
57,36.0,1480.0,0.0,82590,6.0,0.0,игровой компьютер robotcomp циркон v2 plus,8,0.0,0.0,600.0,0.0,24,32.0,0.0
57,36.0,1480.0,0.0,82190,6.0,0.0,игровой компьютер robotcomp циркон v3,8,0.0,0.0,600.0,0.0,24,16.0,0.0
57,36.0,1480.0,0.0,87890,6.0,0.0,игровой компьютер robotcomp циркон v3 plus,8,0.0,0.0,600.0,0.0,24,32.0,0.0
91,36.0,2512.0,0.0,176990,16.0,0.0,игровой компьютер robotcomp зевс v2,8,0.0,0.0,800.0,0.0,35,32.0,0.0
91,36.0,2512.0,0.0,185190,16.0,0.0,игровой компьютер robotcomp зевс v3,8,0.0,0.0,800.0,0.0,35,32.0,0.0
36,36.0,480.0,0.0,50390,4.0,0.0,игровой компьютер robotcomp старт v3 white 1650,8,0.0,0.0,500.0,0.0,16,8.0,0.0
36,36.0,480.0,0.0,54490,4.0,0.0,игровой компьютер robotcomp старт v3 plus white 1650,8,0.0,0.0,500.0,0.0,16,16.0,0.0
10,36.0,480.0,0.0,29390,6.0,0.0,компьютер robotcomp аллигатор мини,0,0.0,0.0,300.0,0.0,64,16.0,0.0
10,36.0,480.0,0.0,30790,6.0,0.0,компьютер robotcomp аллигатор мини v2,8,0.0,0.0,300.0,0.0,64,16.0,0.0
10,36.0,480.0,0.0,41790,6.0,0.0,компьютер robotcomp аллигатор мини v3 plus,8,0.0,0.0,300.0,0.0,64,32.0,0.0
57,36.0,1480.0,0.0,78590,6.0,0.0,игровой компьютер robotcomp циркон plus,9,0.0,0.0,600.0,0.0,24,32.0,0.0
25,12.0,0.0,0.0,405999,0.0,0.0,игровой компьютер nerpa hispida i7500tw (i750-110523),0,0.0,0.0,0.0,0.0,55,0.0,0.0
91,36.0,0.0,0.0,176990,16.0,0.0,игровой компьютер robotcomp зевс white v2,8,0.0,0.0,800.0,0.0,35,32.0,0.0
91,36.0,0.0,0.0,185190,16.0,0.0,игровой компьютер robotcomp зевс white v3,8,0.0,0.0,800.0,0.0,35,32.0,0.0
91,36.0,0.0,0.0,176990,16.0,0.0,игровой компьютер robotcomp зевс pink v2,8,0.0,0.0,800.0,0.0,35,32.0,0.0
91,36.0,0.0,0.0,185190,16.0,0.0,игровой компьютер robotcomp зевс pink v3,8,0.0,0.0,800.0,0.0,35,32.0,0.0
81,36.0,960.0,0.0,137390,12.0,0.0,игровой компьютер robotcomp штурм white v2,8,0.0,0.0,700.0,0.0,34,32.0,0.0
81,36.0,960.0,0.0,142690,12.0,0.0,игровой компьютер robotcomp штурм white v3,8,0.0,0.0,700.0,0.0,34,32.0,0.0
64,36.0,960.0,0.0,167890,14.0,0.0,игровой компьютер robotcomp штурм 2.0 white v2,8,0.0,0.0,800.0,0.0,35,32.0,0.0
64,36.0,960.0,0.0,174390,14.0,0.0,игровой компьютер robotcomp штурм 2.0 white v3,8,0.0,0.0,800.0,0.0,35,32.0,0.0
93,36.0,0.0,0.0,211890,16.0,0.0,игровой компьютер robotcomp зевс 2.0 v2,8,0.0,0.0,850.0,0.0,36,32.0,0.0
93,36.0,0.0,0.0,230590,16.0,0.0,игровой компьютер robotcomp зевс 2.0 v3,8,0.0,0.0,850.0,0.0,36,32.0,0.0
93,36.0,0.0,0.0,211890,16.0,0.0,игровой компьютер robotcomp зевс 2.0 white v2,8,0.0,0.0,850.0,0.0,36,32.0,0.0
93,36.0,0.0,0.0,230590,16.0,0.0,игровой компьютер robotcomp зевс 2.0 white v3,8,0.0,0.0,850.0,0.0,36,32.0,0.0
93,36.0,0.0,0.0,211890,16.0,0.0,игровой компьютер robotcomp зевс 2.0 pink v2,8,0.0,0.0,850.0,0.0,36,32.0,0.0
93,36.0,0.0,0.0,230590,16.0,0.0,игровой компьютер robotcomp зевс 2.0 pink v3,8,0.0,0.0,850.0,0.0,36,32.0,0.0
12,36.0,512.0,0.0,86590,6.0,0.0,игровой компьютер robotcomp zero v2,8,0.0,0.0,700.0,0.0,25,32.0,0.0
57,36.0,960.0,0.0,71190,6.0,0.0,игровой компьютер robotcomp m16 2.0 magic red,4,0.0,0.0,600.0,0.0,24,16.0,0.0
12,36.0,0.0,0.0,91890,6.0,0.0,игровой компьютер robotcomp zero v3,8,0.0,0.0,700.0,0.0,25,32.0,0.0
57,36.0,960.0,0.0,75490,6.0,0.0,игровой компьютер robotcomp m16 2.0 plus magic red,4,0.0,0.0,600.0,0.0,24,32.0,0.0
57,36.0,960.0,0.0,74890,6.0,0.0,игровой компьютер robotcomp m16 2.0 v2 magic red,8,0.0,0.0,600.0,0.0,24,16.0,0.0
57,36.0,960.0,0.0,80590,6.0,0.0,игровой компьютер robotcomp m16 2.0 v2 plus magic red,8,0.0,0.0,600.0,0.0,24,32.0,0.0
57,36.0,960.0,0.0,80190,6.0,0.0,игровой компьютер robotcomp m16 2.0 v3 magic red,8,0.0,0.0,600.0,0.0,24,16.0,0.0
57,36.0,960.0,0.0,85890,6.0,0.0,игровой компьютер robotcomp m16 2.0 v3 plus magic red,8,0.0,0.0,600.0,0.0,24,32.0,0.0
57,36.0,960.0,0.0,69790,6.0,0.0,игровой компьютер robotcomp m16 2.0 white,4,0.0,0.0,600.0,0.0,19,16.0,0.0
57,36.0,960.0,0.0,75490,6.0,0.0,игровой компьютер robotcomp m16 2.0 plus white,4,0.0,0.0,600.0,0.0,19,32.0,0.0
57,36.0,960.0,0.0,73590,6.0,0.0,игровой компьютер robotcomp m16 2.0 v2 white,8,0.0,0.0,600.0,0.0,19,16.0,0.0
57,36.0,960.0,0.0,79290,6.0,0.0,игровой компьютер robotcomp m16 2.0 v2 plus white,8,0.0,0.0,600.0,0.0,19,32.0,0.0
57,36.0,960.0,0.0,78890,6.0,0.0,игровой компьютер robotcomp m16 2.0 v3 white,8,0.0,0.0,600.0,0.0,19,16.0,0.0
57,36.0,960.0,0.0,84590,6.0,0.0,игровой компьютер robotcomp m16 2.0 v3 plus white,8,0.0,0.0,600.0,0.0,19,32.0,0.0
57,36.0,960.0,0.0,69790,6.0,0.0,игровой компьютер robotcomp m16 2.0 pink,4,0.0,0.0,600.0,0.0,19,16.0,0.0
57,36.0,960.0,0.0,75490,6.0,0.0,игровой компьютер robotcomp m16 2.0 plus pink,4,0.0,0.0,600.0,0.0,19,32.0,0.0
57,36.0,960.0,0.0,73590,6.0,0.0,игровой компьютер robotcomp m16 2.0 v2 pink,8,0.0,0.0,600.0,0.0,19,16.0,0.0
57,36.0,960.0,0.0,79290,6.0,0.0,игровой компьютер robotcomp m16 2.0 v2 plus pink,8,0.0,0.0,600.0,0.0,19,32.0,0.0
57,36.0,960.0,0.0,78890,6.0,0.0,игровой компьютер robotcomp m16 2.0 v3 pink,8,0.0,0.0,600.0,0.0,19,16.0,0.0
57,36.0,960.0,0.0,84590,6.0,0.0,игровой компьютер robotcomp m16 2.0 v3 plus pink,8,0.0,0.0,600.0,0.0,19,32.0,0.0
12,36.0,0.0,0.0,86590,6.0,0.0,игровой компьютер robotcomp zero v2 white,8,0.0,0.0,700.0,0.0,25,32.0,0.0
12,36.0,0.0,0.0,91890,6.0,0.0,игровой компьютер robotcomp zero v3 white,8,0.0,0.0,700.0,0.0,25,32.0,0.0
12,36.0,0.0,0.0,86590,6.0,0.0,игровой компьютер robotcomp zero v2 pink,8,0.0,0.0,700.0,0.0,25,32.0,0.0
57,36.0,960.0,0.0,79590,6.0,0.0,игровой компьютер robotcomp m16 3.0 magic red,4,0.0,0.0,600.0,0.0,25,16.0,0.0
12,36.0,0.0,0.0,91890,6.0,0.0,игровой компьютер robotcomp zero v3 pink,8,0.0,0.0,700.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,91190,10.0,0.0,игровой компьютер robotcomp анаконда white,4,0.0,0.0,700.0,0.0,25,16.0,0.0
25,36.0,512.0,0.0,96790,10.0,0.0,игровой компьютер robotcomp анаконда plus white,4,0.0,0.0,700.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,94890,10.0,0.0,игровой компьютер robotcomp анаконда v2 white,8,0.0,0.0,700.0,0.0,25,16.0,0.0
25,36.0,512.0,0.0,100590,10.0,0.0,игровой компьютер robotcomp анаконда v2 plus white,8,0.0,0.0,700.0,0.0,25,32.0,0.0
57,36.0,960.0,0.0,89190,6.0,0.0,игровой компьютер robotcomp m16 3.0 v2 plus magic red,8,0.0,0.0,600.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,100190,10.0,0.0,игровой компьютер robotcomp анаконда v3 white,8,0.0,0.0,700.0,0.0,25,16.0,0.0
57,36.0,960.0,0.0,85290,6.0,0.0,игровой компьютер robotcomp m16 3.0 plus magic red,4,0.0,0.0,600.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,105890,10.0,0.0,игровой компьютер robotcomp анаконда v3 plus white,8,0.0,0.0,700.0,0.0,25,32.0,0.0
57,36.0,960.0,0.0,83490,6.0,0.0,игровой компьютер robotcomp m16 3.0 v2 magic red,8,0.0,0.0,600.0,0.0,25,16.0,0.0
57,36.0,960.0,0.0,88790,6.0,0.0,игровой компьютер robotcomp m16 3.0 v3 magic red,8,0.0,0.0,600.0,0.0,25,16.0,0.0
57,36.0,960.0,0.0,94490,6.0,0.0,игровой компьютер robotcomp m16 3.0 v3 plus magic red,8,0.0,0.0,600.0,0.0,25,32.0,0.0
57,36.0,960.0,0.0,79590,6.0,0.0,игровой компьютер robotcomp m16 3.0 pink,4,0.0,0.0,600.0,0.0,25,16.0,0.0
57,36.0,960.0,0.0,85290,6.0,0.0,игровой компьютер robotcomp m16 3.0 plus pink,4,0.0,0.0,600.0,0.0,25,32.0,0.0
57,36.0,960.0,0.0,83490,6.0,0.0,игровой компьютер robotcomp m16 3.0 v2 pink,8,0.0,0.0,600.0,0.0,25,16.0,0.0
57,36.0,960.0,0.0,89190,6.0,0.0,игровой компьютер robotcomp m16 3.0 v2 plus pink,8,0.0,0.0,600.0,0.0,25,32.0,0.0
57,36.0,960.0,0.0,88790,6.0,0.0,игровой компьютер robotcomp m16 3.0 v3 pink,8,0.0,0.0,600.0,0.0,25,16.0,0.0
57,36.0,960.0,0.0,94490,6.0,0.0,игровой компьютер robotcomp m16 3.0 v3 plus pink,8,0.0,0.0,600.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,91190,10.0,0.0,игровой компьютер robotcomp анаконда pink,4,0.0,0.0,700.0,0.0,25,16.0,0.0
25,36.0,512.0,0.0,96790,10.0,0.0,игровой компьютер robotcomp анаконда plus pink,4,0.0,0.0,700.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,94890,10.0,0.0,игровой компьютер robotcomp анаконда v2 pink,8,0.0,0.0,700.0,0.0,25,16.0,0.0
25,36.0,512.0,0.0,100590,10.0,0.0,игровой компьютер robotcomp анаконда v2 plus pink,8,0.0,0.0,700.0,0.0,25,32.0,0.0
25,36.0,512.0,0.0,100190,10.0,0.0,игровой компьютер robotcomp анаконда v3 pink,8,0.0,0.0,700.0,0.0,25,16.0,0.0
25,36.0,512.0,0.0,105890,10.0,0.0,игровой компьютер robotcomp анаконда v3 plus pink,8,0.0,0.0,700.0,0.0,25,32.0,0.0
25,36.0,960.0,0.0,115890,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 white,4,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,121590,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 plus white,4,0.0,0.0,700.0,0.0,34,32.0,0.0
25,36.0,960.0,0.0,119590,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v2 white,8,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,125290,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v2 plus white,8,0.0,0.0,700.0,0.0,34,32.0,0.0
25,36.0,960.0,0.0,124890,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v3 white,8,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,130590,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v3 plus white,8,0.0,0.0,700.0,0.0,34,32.0,0.0
25,36.0,960.0,0.0,115890,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 pink,4,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,121590,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 plus pink,4,0.0,0.0,700.0,0.0,34,32.0,0.0
25,36.0,960.0,0.0,119590,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v2 pink,8,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,125290,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v2 plus pink,8,0.0,0.0,700.0,0.0,34,32.0,0.0
25,36.0,960.0,0.0,124890,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v3 pink,8,0.0,0.0,700.0,0.0,34,16.0,0.0
25,36.0,960.0,0.0,130590,10.0,0.0,игровой компьютер robotcomp анаконда 2.0 v3 plus pink,8,0.0,0.0,700.0,0.0,34,32.0,0.0
25,36.0,0.0,0.0,143890,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 white,4,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,155190,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 plus white,4,0.0,0.0,750.0,0.0,35,64.0,0.0
25,36.0,0.0,0.0,158990,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v2 white,8,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,158990,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v2 plus white,8,0.0,0.0,750.0,0.0,35,64.0,0.0
25,36.0,0.0,0.0,153190,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v3 white,8,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,164290,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v3 plus white,8,0.0,0.0,750.0,0.0,35,64.0,0.0
25,36.0,0.0,0.0,143890,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 pink,4,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,155190,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 plus pink,4,0.0,0.0,750.0,0.0,35,64.0,0.0
25,36.0,0.0,0.0,147790,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v2 pink,8,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,158990,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v2 plus pink,8,0.0,0.0,750.0,0.0,35,64.0,0.0
25,36.0,0.0,0.0,153190,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v3 pink,8,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,164290,10.0,0.0,игровой компьютер robotcomp анаконда 3.0 v3 plus pink,8,0.0,0.0,750.0,0.0,35,32.0,0.0
25,36.0,0.0,0.0,31490,0.0,0.0,игровой компьютер robotcomp аллигатор мини 2.0,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,37190,0.0,0.0,игровой компьютер robotcomp аллигатор мини 2.0 plus,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,35290,0.0,0.0,игровой компьютер robotcomp аллигатор мини 2.0 v2,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,40990,0.0,0.0,игровой компьютер robotcomp аллигатор мини 2.0 v2 plus,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,40590,0.0,0.0,игровой компьютер robotcomp аллигатор мини 2.0 v3,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,46290,0.0,0.0,игровой компьютер robotcomp аллигатор мини 2.0 v3 plus,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,31690,0.0,0.0,игровой компьютер robotcomp аллигатор power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,37390,0.0,0.0,игровой компьютер robotcomp аллигатор plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,35490,0.0,0.0,игровой компьютер robotcomp аллигатор v2 power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,41290,0.0,0.0,игровой компьютер robotcomp аллигатор v2 plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,40590,0.0,0.0,игровой компьютер robotcomp аллигатор v3 power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,46590,0.0,0.0,игровой компьютер robotcomp аллигатор v3 plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,31690,0.0,0.0,игровой компьютер robotcomp аллигатор white power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,37390,0.0,0.0,игровой компьютер robotcomp аллигатор white plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,35490,0.0,0.0,игровой компьютер robotcomp аллигатор white v2 power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,41290,0.0,0.0,игровой компьютер robotcomp аллигатор white v2 plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,40590,0.0,0.0,игровой компьютер robotcomp аллигатор white v3 power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,46590,0.0,0.0,игровой компьютер robotcomp аллигатор white v3 plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,31690,0.0,0.0,игровой компьютер robotcomp аллигатор pink power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,37390,0.0,0.0,игровой компьютер robotcomp аллигатор pink plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,35490,0.0,0.0,игровой компьютер robotcomp аллигатор pink v2 power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,41290,0.0,0.0,игровой компьютер robotcomp аллигатор pink v2 plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,40590,0.0,0.0,игровой компьютер robotcomp аллигатор pink v3 power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,46590,0.0,0.0,игровой компьютер robotcomp аллигатор pink v3 plus power,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,79590,0.0,0.0,игровой компьютер robotcomp m16 3.0 white,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,85290,0.0,0.0,игровой компьютер robotcomp m16 3.0 plus white,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,83490,0.0,0.0,игровой компьютер robotcomp m16 3.0 v2 white,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,89190,0.0,0.0,игровой компьютер robotcomp m16 3.0 v2 plus white,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,88790,0.0,0.0,игровой компьютер robotcomp m16 3.0 v3 white,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,36.0,0.0,0.0,94490,0.0,0.0,игровой компьютер robotcomp m16 3.0 v3 plus white,0,0.0,0.0,0.0,0.0,55,0.0,0.0
25,0.0,0.0,0.0,94490,0.0,0.0,игровой компьютер robotcomp m16 3.0 v3 plus white,0,0.0,0.0,0.0,0.0,55,0.0,0.0
51,12.0,512.0,0.0,92999,6.0,0.0,игровой компьютер vecom mark.002 (i5-11400f,9,0.0,5.0,750.0,0.0,66,32.0,0.0
8,0.0,512.0,0.0,89999,6.0,0.0,компьютер must as36001060622,9,0.0,5.0,650.0,0.0,66,16.0,0.0
45,36.0,512.0,0.0,107999,6.0,0.0,игровой компьютер raskat strike 520 103209 (i5-10400,9,0.0,5.0,0.0,1.0,28,16.0,0.0
25,12.0,0.0,0.0,299999,12.0,0.0,игровой компьютер msi meg aegis ti5,0,0.0,5.0,0.0,0.0,32,64.0,0.0
51,12.0,0.0,0.0,119999,6.0,0.0,компьютер acer predator po3-630 (dg.e2cmc.003),9,0.0,5.0,500.0,0.0,28,16.0,0.0
46,36.0,512.0,0.0,79999,6.0,0.0,компьютер raskat strike 520 i5-10400f,9,0.0,5.0,550.0,0.0,25,16.0,0.0
45,0.0,480.0,0.0,32999,6.0,0.0,компьютер must mbm10400480111122,9,0.0,5.0,650.0,1.0,76,8.0,0.0
30,12.0,256.0,0.0,74899,8.0,0.0,компьютер apple mac mini m2 8 core,6,0.0,0.0,150.0,1.0,9,8.0,0.0
30,12.0,512.0,0.0,88999,8.0,0.0,компьютер apple mac mini m2 8 core,6,0.0,0.0,150.0,1.0,9,8.0,0.0
66,12.0,512.0,0.0,58990,6.0,0.0,компьютер asus d540mc-i585000540 black (90pf01l1-m18010),9,0.0,0.0,200.0,1.0,49,8.0,0.0
45,36.0,512.0,0.0,59999,6.0,0.0,игровой компьютер raskat strike 520 103211 (i5-10400,9,0.0,5.0,0.0,1.0,20,16.0,0.0
7,24.0,512.0,0.0,79999,4.0,0.0,игровой компьютер asus rog strix special g10dk-a3400g053t,9,0.0,4.0,550.0,1.0,25,8.0,0.0
51,24.0,512.0,0.0,99699,6.0,0.0,игровой компьютер msi mag infinite 11tc-1435ru,8,0.0,5.0,500.0,1.0,25,16.0,1.0
35,36.0,0.0,0.0,30999,4.0,0.0,компьютер raskat standart 300 i3-10100,9,0.0,5.0,450.0,0.0,49,16.0,0.0
7,12.0,512.0,0.0,76999,4.0,0.0,игровой компьютер asus rog strix g10dk-a3400g058w (90pf02s1-m003e0),8,0.0,5.0,550.0,1.0,20,16.0,1.0
36,12.0,240.0,0.0,52999,4.0,0.0,игровой компьютер hyperpc epix pure,9,0.0,1.0,500.0,1.0,16,8.0,1.0
35,36.0,512.0,0.0,29999,4.0,0.0,компьютер raskat standart 300 102315 (i3-10100,9,0.0,5.0,0.0,0.0,76,8.0,0.0
80,12.0,0.0,0.0,199999,12.0,0.0,игровой компьютер thunderobot bw iv ultra 7 i7-12700,8,0.0,5.0,1000.0,0.0,32,32.0,0.0
95,12.0,0.0,0.0,399999,24.0,0.0,игровой компьютер thunderobot black warrior v shark 9 (jt00eh00fru),8,0.0,0.0,1650.0,0.0,38,32.0,0.0
11,12.0,0.0,0.0,139999,6.0,0.0,игровой компьютер lenovo legion t5 26amr5 (90rc018jrs),8,0.0,5.0,650.0,0.0,61,16.0,0.0
76,24.0,0.0,0.0,186199,8.0,0.0,компьютер msi meg infinite x ms-b916 (9s6-b91661-1272),8,0.0,5.0,0.0,1.0,68,32.0,0.0
92,12.0,0.0,0.0,269999,16.0,0.0,игровой компьютер thunderobot bw iv ultra 9 i9-12900k,8,0.0,5.0,1000.0,0.0,33,32.0,0.0
56,12.0,0.0,0.0,129999,6.0,0.0,игровой компьютер thunderobot bw iv max d 16gb,9,0.0,5.0,750.0,0.0,29,16.0,0.0
46,12.0,0.0,0.0,53999,6.0,0.0,игровой компьютер lenovo ideacentre gaming 5 14iob6 (90re002ers),9,0.0,5.0,380.0,0.0,17,16.0,0.0
33,12.0,256.0,0.0,18999,2.0,0.0,компьютер lenovo ideacentre 3 07ada05 (90mv002trs),8,0.0,5.0,90.0,1.0,57,8.0,1.0
1,12.0,512.0,0.0,29999,2.0,0.0,компьютер acer aspire xc-340 (dt.bfger.003),8,0.0,4.0,0.0,1.0,57,8.0,1.0
56,12.0,512.0,0.0,49999,6.0,0.0,компьютер acer aspire xc-1760 (dt.bhwer.003),9,0.0,0.0,0.0,0.0,77,8.0,0.0
51,12.0,512.0,0.0,74999,6.0,0.0,компьютер hp envy te01-2008ur (5b1c1ea),8,0.0,5.0,500.0,0.0,26,16.0,0.0
7,12.0,512.0,0.0,69999,4.0,0.0,игровой компьютер asus rog strix g10dk-a3400g0300,4,0.0,4.0,500.0,1.0,40,16.0,1.0
46,24.0,512.0,0.0,107999,6.0,0.0,игровой компьютер prestigio xtreme 750 (i5-10400f,9,0.0,5.0,750.0,1.0,26,16.0,1.0
46,36.0,480.0,0.0,95999,6.0,0.0,игровой компьютер iru game 310h5ge mt (1610514),8,0.0,4.0,650.0,0.0,25,16.0,0.0
8,0.0,480.0,0.0,41999,6.0,0.0,игровой компьютер must mbm3600290822,9,0.0,5.0,500.0,1.0,13,16.0,0.0
51,24.0,500.0,0.0,54999,6.0,0.0,компьютер msi creator p50 11si-240xru,4,0.0,5.0,65.0,0.0,19,16.0,0.0
51,12.0,500.0,0.0,109999,6.0,0.0,игровой компьютер hyperpc champion,9,0.0,0.0,700.0,1.0,26,16.0,1.0
51,24.0,1500.0,0.0,105299,6.0,0.0,игровой компьютер msi mag infinite 11tc-1484ru,8,0.0,5.0,500.0,0.0,25,16.0,0.0
8,12.0,512.0,0.0,132999,6.0,0.0,игровой компьютер lenovo legion t5 26amr5 (90rc00t0rs),8,0.0,5.0,650.0,0.0,28,16.0,1.0
51,12.0,512.0,0.0,99999,6.0,0.0,игровой компьютер acer nitro n50-620 mt (dg.e2fer.00n),8,0.0,5.0,500.0,0.0,25,16.0,1.0
12,36.0,500.0,0.0,47999,6.0,0.0,компьютер iru game 520b5ge mt ryzen 5 black (1693380),9,0.0,5.0,500.0,0.0,72,16.0,0.0
51,12.0,512.0,0.0,89399,6.0,0.0,игровой компьютер msi mag codex 5 11si-1039xru,9,0.0,5.0,500.0,0.0,19,16.0,0.0
51,36.0,0.0,0.0,99999,6.0,0.0,игровой компьютер nerpa hispida i540 (i540-270622-2),9,0.0,0.0,0.0,1.0,26,16.0,0.0
25,12.0,0.0,0.0,144999,12.0,0.0,игровой компьютер msi mpg trident a,8,0.0,5.0,0.0,0.0,26,16.0,0.0
17,12.0,512.0,0.0,109999,8.0,0.0,игровой компьютер asus g15dk-73700x050w (90pf02q1-m000b0),8,0.0,0.0,750.0,0.0,28,16.0,0.0
